service_date,route_short,gated_entries
2020-08-12,Green,12364.04
2020-08-12,Orange,33984.62
2020-08-12,Red,38087.44
2020-08-13,Blue,18775.1
2020-08-13,Green,12898.57
2020-08-13,Orange,34901.41
2020-08-13,Red,39416.02
2020-08-14,Blue,19657.4
2020-08-14,Green,13760.26
2020-08-14,Orange,36162.37
2020-08-14,Red,39722.57
2020-08-15,Blue,698.5
2020-08-15,Green,12186.42
2020-08-15,Orange,22827.84
2020-08-15,Red,25296.74
2020-08-16,Blue,446.1
2020-08-16,Green,8648.99
2020-08-16,Orange,17651.11
2020-08-16,Red,18590.9
2020-08-17,Blue,17290.6
2020-08-17,Green,12743.25
2020-08-17,Orange,34605.13
2020-08-17,Red,37440.42
2020-08-18,Blue,17960.0
2020-08-18,Green,13018.55
2020-08-18,Orange,35294.07
2020-08-18,Red,39435.28
2020-08-19,Blue,18536.4
2020-08-19,Green,13360.14
2020-08-19,Orange,35203.76
2020-08-19,Red,39130.9
2020-08-20,Blue,19482.2
2020-08-20,Green,13991.7
2020-08-20,Orange,36065.66
2020-08-20,Red,40040.74
2020-08-21,Blue,19838.9
2020-08-21,Green,14635.75
2020-08-21,Orange,36812.94
2020-08-21,Red,40747.01
2020-08-22,Blue,13811.2
2020-08-22,Green,11098.58
2020-08-22,Orange,24390.84
2020-08-22,Red,26354.38
2020-08-23,Blue,10879.8
2020-08-23,Green,8499.09
2020-08-23,Orange,17601.18
2020-08-23,Red,20139.13
2020-08-24,Blue,18117.2
2020-08-24,Green,13332.74
2020-08-24,Orange,34633.01
2020-08-24,Red,38117.35
2020-08-25,Blue,18882.9
2020-08-25,Green,13037.31
2020-08-25,Orange,35894.35
2020-08-25,Red,40455.64
2020-08-26,Blue,20000.4
2020-08-26,Green,14235.25
2020-08-26,Orange,37773.72
2020-08-26,Red,42570.83
2020-08-27,Blue,18388.1
2020-08-27,Green,13627.7
2020-08-27,Orange,35285.73
2020-08-27,Red,39148.07
2020-08-28,Blue,20360.4
2020-08-28,Green,15886.82
2020-08-28,Orange,38882.95
2020-08-28,Red,42503.63
2020-08-29,Blue,12782.5
2020-08-29,Green,10717.81
2020-08-29,Orange,23231.44
2020-08-29,Red,23797.85
2020-08-30,Blue,12583.2
2020-08-30,Green,10505.42
2020-08-30,Orange,21466.65
2020-08-30,Red,22879.93
2020-08-31,Blue,18248.3
2020-08-31,Green,14478.67
2020-08-31,Orange,37287.98
2020-08-31,Red,40349.45
2020-09-01,Blue,19467.5
2020-09-01,Green,15318.76
2020-09-01,Orange,40154.93
2020-09-01,Red,41593.71
2020-09-02,Blue,18334.7
2020-09-02,Green,14739.34
2020-09-02,Orange,37836.03
2020-09-02,Red,40624.83
2020-09-03,Blue,19913.3
2020-09-03,Green,16113.35
2020-09-03,Orange,40363.74
2020-09-03,Red,43038.31
2020-09-04,Blue,21419.7
2020-09-04,Green,18162.4
2020-09-04,Orange,42739.86
2020-09-04,Red,45383.94
2020-09-05,Blue,16021.3
2020-09-05,Green,16539.15
2020-09-05,Orange,30282.81
2020-09-05,Red,31766.14
2020-09-06,Blue,13049.8
2020-09-06,Green,13171.89
2020-09-06,Orange,23346.82
2020-09-06,Red,24355.89
2020-09-07,Blue,13807.4
2020-09-07,Green,12444.74
2020-09-07,Orange,25460.84
2020-09-07,Red,26134.22
2020-09-08,Blue,19624.6
2020-09-08,Green,15703.68
2020-09-08,Orange,40918.17
2020-09-08,Red,43007.85
2020-09-09,Blue,20024.8
2020-09-09,Green,15787.75
2020-09-09,Orange,41180.08
2020-09-09,Red,43456.37
2020-09-10,Blue,18908.6
2020-09-10,Green,15308.95
2020-09-10,Orange,39797.31
2020-09-10,Red,41552.34
2020-09-11,Blue,21109.4
2020-09-11,Green,18522.2
2020-09-11,Orange,43321.0
2020-09-11,Red,45345.0
2020-09-12,Blue,16298.1
2020-09-12,Green,17486.31
2020-09-12,Orange,31597.32
2020-09-12,Red,33014.07
2020-09-13,Blue,12200.8
2020-09-13,Green,10889.6
2020-09-13,Orange,22429.16
2020-09-13,Red,22400.84
2020-09-14,Blue,19044.7
2020-09-14,Green,15072.06
2020-09-14,Orange,40099.4
2020-09-14,Red,42149.64
2020-09-15,Blue,19780.4
2020-09-15,Green,16072.55
2020-09-15,Orange,41906.91
2020-09-15,Red,44059.14
2020-09-16,Blue,19862.8
2020-09-16,Green,16112.460000000001
2020-09-16,Orange,42058.76
2020-09-16,Red,44325.08
2020-09-17,Blue,20455.7
2020-09-17,Green,16423.72
2020-09-17,Orange,42191.61
2020-09-17,Red,45497.07
2020-09-18,Blue,20860.9
2020-09-18,Green,18709.11
2020-09-18,Orange,43815.05
2020-09-18,Red,46261.74
2020-09-19,Blue,15904.4
2020-09-19,Green,17685.08
2020-09-19,Orange,32093.36
2020-09-19,Red,33513.86
2020-09-20,Blue,11757.7
2020-09-20,Green,11399.54
2020-09-20,Orange,22248.1
2020-09-20,Red,21995.76
2020-09-21,Blue,18628.7
2020-09-21,Green,15032.21
2020-09-21,Orange,40223.74
2020-09-21,Red,42148.05
2020-09-22,Blue,19277.1
2020-09-22,Green,15706.99
2020-09-22,Orange,41619.59
2020-09-22,Red,43633.92
2020-09-23,Blue,20165.2
2020-09-23,Green,16052.8
2020-09-23,Orange,42156.49
2020-09-23,Red,45117.61
2020-09-24,Blue,20727.6
2020-09-24,Green,16439.98
2020-09-24,Orange,42574.95
2020-09-24,Red,45505.87
2020-09-25,Blue,21555.9
2020-09-25,Green,19602.98
2020-09-25,Orange,44788.36
2020-09-25,Red,47869.76
2020-09-26,Blue,16870.2
2020-09-26,Green,16850.44
2020-09-26,Orange,31201.13
2020-09-26,Red,34186.23
2020-09-27,Blue,11879.9
2020-09-27,Green,11094.93
2020-09-27,Orange,21621.61
2020-09-27,Red,23632.26
2020-09-28,Blue,18451.7
2020-09-28,Green,14811.65
2020-09-28,Orange,39615.97
2020-09-28,Red,42160.18
2020-09-29,Blue,19774.1
2020-09-29,Green,15689.62
2020-09-29,Orange,41342.5
2020-09-29,Red,44339.08
2020-09-30,Blue,18895.9
2020-09-30,Green,15566.2
2020-09-30,Orange,40609.5
2020-09-30,Red,43145.3
2020-10-01,Blue,20507.2
2020-10-01,Green,16885.95
2020-10-01,Orange,43376.38
2020-10-01,Red,46544.37
2020-10-02,Blue,20947.7
2020-10-02,Green,19319.97
2020-10-02,Orange,44202.57
2020-10-02,Red,47600.26
2020-10-03,Blue,16087.2
2020-10-03,Green,17460.77
2020-10-03,Orange,31294.03
2020-10-03,Red,33980.1
2020-10-04,Blue,11882.4
2020-10-04,Green,11296.92
2020-10-04,Orange,21986.26
2020-10-04,Red,23666.52
2020-10-05,Blue,18694.8
2020-10-05,Green,15120.68
2020-10-05,Orange,40843.17
2020-10-05,Red,43001.95
2020-10-06,Blue,19690.8
2020-10-06,Green,15854.64
2020-10-06,Orange,42848.61
2020-10-06,Red,44812.75
2020-10-07,Blue,19378.9
2020-10-07,Green,16087.92
2020-10-07,Orange,42248.86
2020-10-07,Red,44673.12
2020-10-08,Blue,20153.5
2020-10-08,Green,17066.2
2020-10-08,Orange,43513.44
2020-10-08,Red,46295.66
2020-10-09,Blue,21199.7
2020-10-09,Green,19233.04
2020-10-09,Orange,45195.7
2020-10-09,Red,47933.56
2020-10-10,Blue,16351.8
2020-10-10,Green,19662.57
2020-10-10,Orange,33041.72
2020-10-10,Red,36404.11
2020-10-11,Blue,12300.2
2020-10-11,Green,13982.8
2020-10-11,Orange,24512.59
2020-10-11,Red,26363.51
2020-10-12,Blue,14199.8
2020-10-12,Green,12475.02
2020-10-12,Orange,29942.44
2020-10-12,Red,30541.94
2020-10-13,Blue,16529.8
2020-10-13,Green,13990.9
2020-10-13,Orange,37344.9
2020-10-13,Red,39413.6
2020-10-14,Blue,20272.0
2020-10-14,Green,16955.7
2020-10-14,Orange,44010.77
2020-10-14,Red,46695.53
2020-10-15,Blue,20468.2
2020-10-15,Green,17337.45
2020-10-15,Orange,43147.21
2020-10-15,Red,46743.94
2020-10-16,Blue,19370.1
2020-10-16,Green,17684.93
2020-10-16,Orange,42055.97
2020-10-16,Red,43713.2
2020-10-17,Blue,14559.5
2020-10-17,Green,17742.21
2020-10-17,Orange,31846.71
2020-10-17,Red,32239.08
2020-10-18,Blue,11658.2
2020-10-18,Green,12579.04
2020-10-18,Orange,24208.71
2020-10-18,Red,24178.65
2020-10-19,Blue,18165.0
2020-10-19,Green,15355.78
2020-10-19,Orange,41334.03
2020-10-19,Red,43432.99
2020-10-20,Blue,18955.7
2020-10-20,Green,15817.56
2020-10-20,Orange,42451.36
2020-10-20,Red,44868.08
2020-10-21,Blue,18868.3
2020-10-21,Green,16115.65
2020-10-21,Orange,42495.45
2020-10-21,Red,45142.3
2020-10-22,Blue,19705.3
2020-10-22,Green,17062.62
2020-10-22,Orange,43316.1
2020-10-22,Red,46702.38
2020-10-23,Blue,20435.9
2020-10-23,Green,19728.67
2020-10-23,Orange,44769.75
2020-10-23,Red,47532.28
2020-10-24,Blue,15268.0
2020-10-24,Green,18126.79
2020-10-24,Orange,30878.97
2020-10-24,Red,33907.04
2020-10-25,Blue,11144.3
2020-10-25,Green,11648.11
2020-10-25,Orange,21346.73
2020-10-25,Red,23388.96
2020-10-26,Blue,17089.5
2020-10-26,Green,15184.34
2020-10-26,Orange,39660.27
2020-10-26,Red,42102.99
2020-10-27,Blue,18475.0
2020-10-27,Green,15872.98
2020-10-27,Orange,41979.16
2020-10-27,Red,44377.76
2020-10-28,Blue,17518.9
2020-10-28,Green,15824.65
2020-10-28,Orange,40601.4
2020-10-28,Red,43293.65
2020-10-29,Blue,17352.2
2020-10-29,Green,16351.0
2020-10-29,Orange,40162.14
2020-10-29,Red,43000.76
2020-10-30,Blue,16971.6
2020-10-30,Green,17693.29
2020-10-30,Orange,37461.57
2020-10-30,Red,41335.34
2020-10-31,Blue,14282.1
2020-10-31,Green,16202.26
2020-10-31,Orange,29128.76
2020-10-31,Red,30761.88
2020-11-01,Blue,9835.6
2020-11-01,Green,9920.79
2020-11-01,Orange,19707.19
2020-11-01,Red,20609.62
2020-11-02,Blue,16938.3
2020-11-02,Green,15274.47
2020-11-02,Orange,39245.88
2020-11-02,Red,42084.35
2020-11-03,Blue,17465.6
2020-11-03,Green,14925.77
2020-11-03,Orange,39249.06
2020-11-03,Red,42328.27
2020-11-04,Blue,17898.5
2020-11-04,Green,14725.42
2020-11-04,Orange,39689.52
2020-11-04,Red,42016.36
2020-11-05,Blue,19138.3
2020-11-05,Green,15486.66
2020-11-05,Orange,41316.36
2020-11-05,Red,44064.68
2020-11-06,Blue,20039.0
2020-11-06,Green,17919.3
2020-11-06,Orange,43133.07
2020-11-06,Red,46200.33
2020-11-07,Blue,15581.3
2020-11-07,Green,17642.38
2020-11-07,Orange,31082.45
2020-11-07,Red,33240.67
2020-11-08,Blue,11881.9
2020-11-08,Green,11384.89
2020-11-08,Orange,21114.52
2020-11-08,Red,23214.19
2020-11-09,Blue,17723.5
2020-11-09,Green,15006.86
2020-11-09,Orange,39265.42
2020-11-09,Red,42162.52
2020-11-10,Blue,18780.9
2020-11-10,Green,15852.16
2020-11-10,Orange,42065.48
2020-11-10,Red,42547.96
2020-11-11,Blue,17178.6
2020-11-11,Green,14664.23
2020-11-11,Orange,36575.03
2020-11-11,Red,38662.34
2020-11-12,Blue,18293.6
2020-11-12,Green,15278.68
2020-11-12,Orange,40472.06
2020-11-12,Red,42460.66
2020-11-13,Blue,18425.6
2020-11-13,Green,16997.34
2020-11-13,Orange,40107.33
2020-11-13,Red,43313.33
2020-11-14,Blue,14788.9
2020-11-14,Green,15591.35
2020-11-14,Orange,30751.38
2020-11-14,Red,31491.57
2020-11-15,Blue,10450.8
2020-11-15,Green,10171.63
2020-11-15,Orange,19348.18
2020-11-15,Red,20896.69
2020-11-16,Blue,17274.5
2020-11-16,Green,14489.14
2020-11-16,Orange,38497.18
2020-11-16,Red,40895.58
2020-11-17,Blue,17925.8
2020-11-17,Green,14965.12
2020-11-17,Orange,39889.11
2020-11-17,Red,42509.67
2020-11-18,Blue,17555.5
2020-11-18,Green,14597.2
2020-11-18,Orange,37729.34
2020-11-18,Red,40894.66
2020-11-19,Blue,17832.3
2020-11-19,Green,14738.19
2020-11-19,Orange,37951.65
2020-11-19,Red,41435.06
2020-11-20,Blue,19546.1
2020-11-20,Green,17220.86
2020-11-20,Orange,41158.02
2020-11-20,Red,44131.42
2020-11-21,Blue,14432.0
2020-11-21,Green,14930.67
2020-11-21,Orange,27312.27
2020-11-21,Red,29209.06
2020-11-22,Blue,10014.8
2020-11-22,Green,9104.67
2020-11-22,Orange,18334.4
2020-11-22,Red,19912.73
2020-11-23,Blue,15246.7
2020-11-23,Green,12698.85
2020-11-23,Orange,34613.39
2020-11-23,Red,37195.16
2020-11-24,Blue,17543.3
2020-11-24,Green,14550.36
2020-11-24,Orange,39248.88
2020-11-24,Red,41973.16
2020-11-25,Blue,17095.8
2020-11-25,Green,13401.44
2020-11-25,Orange,36218.77
2020-11-25,Red,39896.29
2020-11-26,Blue,5160.7
2020-11-26,Green,4074.92
2020-11-26,Orange,9829.94
2020-11-26,Red,11243.14
2020-11-27,Blue,14992.3
2020-11-27,Green,12528.87
2020-11-27,Orange,31415.35
2020-11-27,Red,31758.48
2020-11-28,Blue,12553.4
2020-11-28,Green,11156.92
2020-11-28,Orange,24351.82
2020-11-28,Red,25905.76
2020-11-29,Blue,10470.2
2020-11-29,Green,8512.12
2020-11-29,Orange,18564.28
2020-11-29,Red,20047.6
2020-11-30,Blue,15082.7
2020-11-30,Green,12084.06
2020-11-30,Orange,33755.2
2020-11-30,Red,35488.84
2020-12-01,Blue,17615.7
2020-12-01,Green,13641.6
2020-12-01,Orange,38221.05
2020-12-01,Red,41020.65
2020-12-02,Blue,17430.5
2020-12-02,Green,13594.55
2020-12-02,Orange,37527.03
2020-12-02,Red,40338.52
2020-12-03,Blue,17805.9
2020-12-03,Green,14770.25
2020-12-03,Orange,35615.17
2020-12-03,Red,42380.38
2020-12-04,Blue,18813.7
2020-12-04,Green,15540.76
2020-12-04,Orange,39624.83
2020-12-04,Red,42688.61
2020-12-05,Blue,9571.6
2020-12-05,Green,8783.14
2020-12-05,Orange,18183.16
2020-12-05,Red,18882.6
2020-12-06,Blue,9629.0
2020-12-06,Green,9315.09
2020-12-06,Orange,18876.49
2020-12-06,Red,20259.82
2020-12-07,Blue,16176.7
2020-12-07,Green,13133.16
2020-12-07,Orange,36204.74
2020-12-07,Red,39572.8
2020-12-08,Blue,16446.6
2020-12-08,Green,13614.81
2020-12-08,Orange,37065.92
2020-12-08,Red,39550.97
2020-12-09,Blue,17040.9
2020-12-09,Green,13772.83
2020-12-09,Orange,37667.14
2020-12-09,Red,40050.33
2020-12-10,Blue,17294.1
2020-12-10,Green,14219.52
2020-12-10,Orange,38040.12
2020-12-10,Red,41255.36
2020-12-11,Blue,18730.7
2020-12-11,Green,15552.61
2020-12-11,Orange,40260.62
2020-12-11,Red,42934.07
2020-12-12,Blue,11743.4
2020-12-12,Green,9635.17
2020-12-12,Orange,7491.16
2020-12-12,Red,23933.87
2020-12-13,Blue,10721.2
2020-12-13,Green,8087.84
2020-12-13,Orange,3790.45
2020-12-13,Red,22206.41
2020-12-14,Blue,15471.7
2020-12-14,Green,12360.43
2020-12-14,Orange,34672.66
2020-12-14,Red,38901.81
2020-12-15,Blue,16844.9
2020-12-15,Green,13667.84
2020-12-15,Orange,38075.35
2020-12-15,Red,41585.31
2020-12-16,Blue,16470.2
2020-12-16,Green,13524.08
2020-12-16,Orange,36946.48
2020-12-16,Red,40489.74
2020-12-17,Blue,8170.1
2020-12-17,Green,6857.06
2020-12-17,Orange,17867.39
2020-12-17,Red,20767.45
2020-12-18,Blue,16846.9
2020-12-18,Green,14188.77
2020-12-18,Orange,36463.3
2020-12-18,Red,40013.63
2020-12-19,Blue,12452.6
2020-12-19,Green,11844.45
2020-12-19,Orange,23820.3
2020-12-19,Red,25696.35
2020-12-20,Blue,9284.9
2020-12-20,Green,7789.55
2020-12-20,Orange,17164.26
2020-12-20,Red,19101.69
2020-12-21,Blue,15460.4
2020-12-21,Green,12668.69
2020-12-21,Orange,35185.28
2020-12-21,Red,38993.63
2020-12-22,Blue,17127.6
2020-12-22,Green,13206.95
2020-12-22,Orange,37209.42
2020-12-22,Red,40669.93
2020-12-23,Blue,17245.4
2020-12-23,Green,13213.86
2020-12-23,Orange,37131.15
2020-12-23,Red,40009.49
2020-12-24,Blue,13679.9
2020-12-24,Green,9921.2
2020-12-24,Orange,28750.23
2020-12-24,Red,30672.07
2020-12-25,Blue,3619.1
2020-12-25,Green,2460.91
2020-12-25,Orange,6882.27
2020-12-25,Red,7585.42
2020-12-26,Blue,10314.3
2020-12-26,Green,8504.46
2020-12-26,Orange,20699.86
2020-12-26,Red,21254.38
2020-12-27,Blue,9424.1
2020-12-27,Green,7281.74
2020-12-27,Orange,16551.2
2020-12-27,Red,17123.66
2020-12-28,Blue,15372.8
2020-12-28,Green,11486.27
2020-12-28,Orange,31929.81
2020-12-28,Red,34815.32
2020-12-29,Blue,15294.1
2020-12-29,Green,11886.94
2020-12-29,Orange,32572.8
2020-12-29,Red,35751.86
2020-12-30,Blue,15487.8
2020-12-30,Green,11908.66
2020-12-30,Orange,32550.47
2020-12-30,Red,35521.67
2020-12-31,Blue,9332.2
2020-12-31,Green,6044.48
2020-12-31,Orange,18320.78
2020-12-31,Red,20721.24
2021-01-01,Blue,5449.5
2021-01-01,Green,3686.55
2021-01-01,Orange,9589.34
2021-01-01,Red,10791.91
2021-01-02,Blue,11164.9
2021-01-02,Green,8680.89
2021-01-02,Orange,20012.02
2021-01-02,Red,21274.39
2021-01-03,Blue,8536.8
2021-01-03,Green,6551.91
2021-01-03,Orange,15229.43
2021-01-03,Red,16883.96
2021-01-04,Blue,15553.6
2021-01-04,Green,11671.38
2021-01-04,Orange,32917.91
2021-01-04,Red,37205.71
2021-01-05,Blue,15550.5
2021-01-05,Green,11663.02
2021-01-05,Orange,33540.08
2021-01-05,Red,37150.6
2021-01-06,Blue,16013.2
2021-01-06,Green,11934.31
2021-01-06,Orange,33977.73
2021-01-06,Red,37089.66
2021-01-07,Blue,16205.1
2021-01-07,Green,12316.63
2021-01-07,Orange,34320.9
2021-01-07,Red,37790.47
2021-01-08,Blue,16881.0
2021-01-08,Green,12958.18
2021-01-08,Orange,35331.96
2021-01-08,Red,39104.26
2021-01-09,Blue,11973.9
2021-01-09,Green,9856.5
2021-01-09,Orange,23152.1
2021-01-09,Red,24906.6
2021-01-10,Blue,9045.9
2021-01-10,Green,7304.21
2021-01-10,Orange,16881.15
2021-01-10,Red,18553.04
2021-01-11,Blue,15514.5
2021-01-11,Green,12055.77
2021-01-11,Orange,33543.45
2021-01-11,Red,37094.78
2021-01-12,Blue,16024.7
2021-01-12,Green,12644.95
2021-01-12,Orange,35044.77
2021-01-12,Red,39509.08
2021-01-13,Blue,16391.3
2021-01-13,Green,12720.5
2021-01-13,Orange,35241.37
2021-01-13,Red,39762.93
2021-01-14,Blue,16301.6
2021-01-14,Green,13050.02
2021-01-14,Orange,34861.51
2021-01-14,Red,39544.27
2021-01-15,Blue,18015.9
2021-01-15,Green,14362.06
2021-01-15,Orange,37131.14
2021-01-15,Red,40920.7
2021-01-16,Blue,10693.4
2021-01-16,Green,9244.99
2021-01-16,Orange,20488.57
2021-01-16,Red,21480.44
2021-01-17,Blue,9775.2
2021-01-17,Green,8765.4
2021-01-17,Orange,18795.81
2021-01-17,Red,19640.69
2021-01-18,Blue,12921.9
2021-01-18,Green,10264.32
2021-01-18,Orange,24975.83
2021-01-18,Red,26281.55
2021-01-19,Blue,16839.1
2021-01-19,Green,13302.35
2021-01-19,Orange,36040.09
2021-01-19,Red,39468.96
2021-01-20,Blue,16463.8
2021-01-20,Green,12497.3
2021-01-20,Orange,34304.63
2021-01-20,Red,37390.17
2021-01-21,Blue,16676.2
2021-01-21,Green,13714.16
2021-01-21,Orange,35989.87
2021-01-21,Red,38962.07
2021-01-22,Blue,18153.3
2021-01-22,Green,15162.68
2021-01-22,Orange,37781.39
2021-01-22,Red,40812.23
2021-01-23,Blue,12063.9
2021-01-23,Green,11945.42
2021-01-23,Orange,23006.02
2021-01-23,Red,24793.56
2021-01-24,Blue,8470.0
2021-01-24,Green,8397.77
2021-01-24,Orange,16089.58
2021-01-24,Red,17551.75
2021-01-25,Blue,15970.8
2021-01-25,Green,13810.2
2021-01-25,Orange,34739.4
2021-01-25,Red,38333.9
2021-01-26,Blue,16555.8
2021-01-26,Green,13843.14
2021-01-26,Orange,35296.08
2021-01-26,Red,39359.68
2021-01-27,Blue,15984.4
2021-01-27,Green,13311.95
2021-01-27,Orange,34416.33
2021-01-27,Red,37759.02
2021-01-28,Blue,16575.9
2021-01-28,Green,14021.79
2021-01-28,Orange,35172.79
2021-01-28,Red,39511.12
2021-01-29,Blue,15054.2
2021-01-29,Green,13704.98
2021-01-29,Orange,32055.0
2021-01-29,Red,35467.62
2021-01-30,Blue,10562.6
2021-01-30,Green,11060.51
2021-01-30,Orange,20354.99
2021-01-30,Red,22001.4
2021-01-31,Blue,8649.9
2021-01-31,Green,8336.24
2021-01-31,Orange,16188.36
2021-01-31,Red,18327.8
2021-02-01,Blue,13823.8
2021-02-01,Green,10816.87
2021-02-01,Orange,29979.25
2021-02-01,Red,34228.28
2021-02-02,Blue,12844.0
2021-02-02,Green,10990.49
2021-02-02,Orange,27553.01
2021-02-02,Red,30582.2
2021-02-03,Blue,17410.2
2021-02-03,Green,14740.36
2021-02-03,Orange,37798.38
2021-02-03,Red,41341.76
2021-02-04,Blue,17721.1
2021-02-04,Green,15066.84
2021-02-04,Orange,37570.81
2021-02-04,Red,42418.15
2021-02-05,Blue,18207.4
2021-02-05,Green,15850.85
2021-02-05,Orange,38125.06
2021-02-05,Red,41754.79
2021-02-06,Blue,13177.2
2021-02-06,Green,13911.48
2021-02-06,Orange,26737.46
2021-02-06,Red,28406.46
2021-02-07,Blue,8789.1
2021-02-07,Green,8416.13
2021-02-07,Orange,15916.64
2021-02-07,Red,18164.33
2021-02-08,Blue,16243.0
2021-02-08,Green,14273.35
2021-02-08,Orange,35868.78
2021-02-08,Red,39174.07
2021-02-09,Blue,15663.9
2021-02-09,Green,13885.49
2021-02-09,Orange,34957.2
2021-02-09,Red,38471.21
2021-02-10,Blue,17295.2
2021-02-10,Green,15337.81
2021-02-10,Orange,38273.27
2021-02-10,Red,41206.82
2021-02-11,Blue,17815.1
2021-02-11,Green,15423.48
2021-02-11,Orange,38978.94
2021-02-11,Red,42186.38
2021-02-12,Blue,17858.9
2021-02-12,Green,16874.61
2021-02-12,Orange,37996.83
2021-02-12,Red,41477.26
2021-02-13,Blue,13211.0
2021-02-13,Green,14947.88
2021-02-13,Orange,24018.52
2021-02-13,Red,28113.7
2021-02-14,Blue,10284.9
2021-02-14,Green,12342.7
2021-02-14,Orange,18177.78
2021-02-14,Red,21945.12
2021-02-15,Blue,12338.7
2021-02-15,Green,11711.1
2021-02-15,Orange,24598.85
2021-02-15,Red,26279.65
2021-02-16,Blue,16151.2
2021-02-16,Green,14038.43
2021-02-16,Orange,35086.47
2021-02-16,Red,38262.5
2021-02-17,Blue,18010.2
2021-02-17,Green,15848.08
2021-02-17,Orange,38838.96
2021-02-17,Red,42572.16
2021-02-18,Blue,17349.2
2021-02-18,Green,14946.37
2021-02-18,Orange,37362.42
2021-02-18,Red,40507.61
2021-02-19,Blue,16399.1
2021-02-19,Green,15418.91
2021-02-19,Orange,36669.54
2021-02-19,Red,39438.95
2021-02-20,Blue,12544.2
2021-02-20,Green,14510.47
2021-02-20,Orange,23770.06
2021-02-20,Red,27420.97
2021-02-21,Blue,9836.8
2021-02-21,Green,10209.82
2021-02-21,Orange,17421.5
2021-02-21,Red,20140.38
2021-02-22,Blue,16331.0
2021-02-22,Green,13871.38
2021-02-22,Orange,35453.93
2021-02-22,Red,39785.59
2021-02-23,Blue,17545.1
2021-02-23,Green,15073.41
2021-02-23,Orange,38236.18
2021-02-23,Red,41388.51
2021-02-24,Blue,18723.1
2021-02-24,Green,15833.69
2021-02-24,Orange,39512.43
2021-02-24,Red,43043.38
2021-02-25,Blue,18237.4
2021-02-25,Green,15762.39
2021-02-25,Orange,39310.64
2021-02-25,Red,43209.37
2021-02-26,Blue,19165.8
2021-02-26,Green,17739.09
2021-02-26,Orange,40853.24
2021-02-26,Red,44583.37
2021-02-27,Blue,12236.6
2021-02-27,Green,13521.91
2021-02-27,Orange,22330.07
2021-02-27,Red,25427.82
2021-02-28,Blue,10447.3
2021-02-28,Green,10709.68
2021-02-28,Orange,18416.76
2021-02-28,Red,21778.16
2021-03-01,Blue,17111.3
2021-03-01,Green,14319.68
2021-03-01,Orange,37417.72
2021-03-01,Red,42127.4
2021-03-02,Blue,15934.3
2021-03-02,Green,14303.53
2021-03-02,Orange,35243.52
2021-03-02,Red,39542.05
2021-03-03,Blue,18736.0
2021-03-03,Green,16309.21
2021-03-03,Orange,39938.16
2021-03-03,Red,44284.03
2021-03-04,Blue,18157.7
2021-03-04,Green,16071.19
2021-03-04,Orange,40141.47
2021-03-04,Red,43445.04
2021-03-05,Blue,18933.3
2021-03-05,Green,17833.27
2021-03-05,Orange,40586.09
2021-03-05,Red,43365.04
2021-03-06,Blue,13624.4
2021-03-06,Green,16065.74
2021-03-06,Orange,25196.99
2021-03-06,Red,28851.27
2021-03-07,Blue,10260.3
2021-03-07,Green,10675.12
2021-03-07,Orange,17541.73
2021-03-07,Red,20840.55
2021-03-08,Blue,17728.0
2021-03-08,Green,14970.85
2021-03-08,Orange,38114.55
2021-03-08,Red,42438.3
2021-03-09,Blue,19008.6
2021-03-09,Green,15940.84
2021-03-09,Orange,40864.62
2021-03-09,Red,44436.84
2021-03-10,Blue,19064.8
2021-03-10,Green,16280.86
2021-03-10,Orange,40897.99
2021-03-10,Red,44341.55
2021-03-11,Blue,20060.0
2021-03-11,Green,17360.56
2021-03-11,Orange,42066.17
2021-03-11,Red,46890.97
2021-03-12,Blue,20776.8
2021-03-12,Green,19558.65
2021-03-12,Orange,43742.48
2021-03-12,Red,47517.07
2021-03-13,Blue,14506.4
2021-03-13,Green,16984.14
2021-03-13,Orange,25264.22
2021-03-13,Red,31798.44
2021-03-14,Blue,10170.9
2021-03-14,Green,10959.35
2021-03-14,Orange,16679.78
2021-03-14,Red,21087.87
2021-03-15,Blue,16059.5
2021-03-15,Green,14417.28
2021-03-15,Orange,35055.74
2021-03-15,Red,39560.08
2021-03-16,Blue,18030.0
2021-03-16,Green,15897.7
2021-03-16,Orange,35746.93
2021-03-16,Red,42846.77
2021-03-17,Blue,19484.1
2021-03-17,Green,18277.62
2021-03-17,Orange,36377.76
2021-03-17,Red,44922.52
2021-03-18,Blue,18335.7
2021-03-18,Green,16990.61
2021-03-18,Orange,35751.31
2021-03-18,Red,42944.98
2021-03-19,Blue,19880.9
2021-03-19,Green,19339.82
2021-03-19,Orange,36943.22
2021-03-19,Red,45262.26
2021-03-20,Blue,15846.1
2021-03-20,Green,18739.5
2021-03-20,Orange,26281.1
2021-03-20,Red,33423.3
2021-03-21,Blue,12188.4
2021-03-21,Green,13090.44
2021-03-21,Orange,19419.92
2021-03-21,Red,25035.54
2021-03-22,Blue,18886.3
2021-03-22,Green,16318.38
2021-03-22,Orange,35064.46
2021-03-22,Red,43614.06
2021-03-23,Blue,19459.3
2021-03-23,Green,16826.9
2021-03-23,Orange,35727.06
2021-03-23,Red,44861.34
2021-03-24,Blue,19625.2
2021-03-24,Green,17117.69
2021-03-24,Orange,36415.16
2021-03-24,Red,45464.85
2021-03-25,Blue,20107.7
2021-03-25,Green,17829.0
2021-03-25,Orange,37221.23
