service_date,route_short,gated_entries
2021-03-25,Red,46867.07
2021-03-26,Blue,20406.7
2021-03-26,Green,19935.6
2021-03-26,Orange,37693.74
2021-03-26,Red,47481.76
2021-03-27,Blue,16244.2
2021-03-27,Green,20313.87
2021-03-27,Orange,28131.84
2021-03-27,Red,36545.79
2021-03-28,Blue,9763.9
2021-03-28,Green,10093.52
2021-03-28,Orange,15693.25
2021-03-28,Red,19197.03
2021-03-29,Blue,18238.3
2021-03-29,Green,16796.78
2021-03-29,Orange,35965.03
2021-03-29,Red,44096.79
2021-03-30,Blue,20235.6
2021-03-30,Green,18112.93
2021-03-30,Orange,38102.98
2021-03-30,Red,47029.49
2021-03-31,Blue,19948.8
2021-03-31,Green,18665.82
2021-03-31,Orange,37671.63
2021-03-31,Red,47098.15
2021-04-01,Blue,19381.0
2021-04-01,Green,18640.1
2021-04-01,Orange,37427.31
2021-04-01,Red,45984.79
2021-04-02,Blue,21194.5
2021-04-02,Green,23385.96
2021-04-02,Orange,39807.659999999996
2021-04-02,Red,50034.98
2021-04-03,Blue,16071.2
2021-04-03,Green,20579.51
2021-04-03,Orange,27193.41
2021-04-03,Red,34148.78
2021-04-04,Blue,11605.6
2021-04-04,Green,13044.54
2021-04-04,Orange,17526.11
2021-04-04,Red,22483.85
2021-04-05,Blue,19241.6
2021-04-05,Green,18440.0
2021-04-05,Orange,36754.99
2021-04-05,Red,45396.71
2021-04-06,Blue,20724.4
2021-04-06,Green,19420.68
2021-04-06,Orange,38262.62
2021-04-06,Red,47296.1
2021-04-07,Blue,21086.8
2021-04-07,Green,19442.64
2021-04-07,Orange,38247.51
2021-04-07,Red,48525.65
2021-04-08,Blue,21414.5
2021-04-08,Green,19708.6
2021-04-08,Orange,39276.72
2021-04-08,Red,49278.48
2021-04-09,Blue,22739.2
2021-04-09,Green,22599.63
2021-04-09,Orange,41302.83
2021-04-09,Red,52104.44
2021-04-10,Blue,18520.2
2021-04-10,Green,24539.09
2021-04-10,Orange,30930.84
2021-04-10,Red,41004.97
2021-04-11,Blue,11730.3
2021-04-11,Green,12930.41
2021-04-11,Orange,18492.25
2021-04-11,Red,23832.84
2021-04-12,Blue,19406.2
2021-04-12,Green,17801.99
2021-04-12,Orange,39177.71
2021-04-12,Red,46356.8
2021-04-13,Blue,20789.7
2021-04-13,Green,18283.97
2021-04-13,Orange,41668.57
2021-04-13,Red,48121.46
2021-04-14,Blue,20759.4
2021-04-14,Green,19181.05
2021-04-14,Orange,42176.53
2021-04-14,Red,49873.02
2021-04-15,Blue,20735.5
2021-04-15,Green,19258.76
2021-04-15,Orange,42195.01
2021-04-15,Red,49620.03
2021-04-16,Blue,17901.5
2021-04-16,Green,18660.31
2021-04-16,Orange,37687.54
2021-04-16,Red,43378.25
2021-04-17,Blue,15408.5
2021-04-17,Green,20523.18
2021-04-17,Orange,29814.68
2021-04-17,Red,33530.64
2021-04-18,Blue,13359.2
2021-04-18,Green,17372.37
2021-04-18,Orange,23999.27
2021-04-18,Red,28313.76
2021-04-19,Blue,18970.8
2021-04-19,Green,19964.18
2021-04-19,Orange,36505.56
2021-04-19,Red,43607.16
2021-04-20,Blue,22352.3
2021-04-20,Green,22590.87
2021-04-20,Orange,44588.67
2021-04-20,Red,52193.26
2021-04-21,Blue,20214.6
2021-04-21,Green,20595.19
2021-04-21,Orange,41379.45
2021-04-21,Red,48038.16
2021-04-22,Blue,20565.3
2021-04-22,Green,21855.09
2021-04-22,Orange,43054.04
2021-04-22,Red,49447.27
2021-04-23,Blue,22052.1
2021-04-23,Green,24750.31
2021-04-23,Orange,45568.52
2021-04-23,Red,51972.27
2021-04-24,Blue,19073.0
2021-04-24,Green,25212.98
2021-04-24,Orange,30442.0
2021-04-24,Red,42608.22
2021-04-25,Blue,10936.7
2021-04-25,Green,12082.55
2021-04-25,Orange,15955.33
2021-04-25,Red,22379.92
2021-04-26,Blue,19804.0
2021-04-26,Green,19748.79
2021-04-26,Orange,39531.02
2021-04-26,Red,48848.99
2021-04-27,Blue,21204.4
2021-04-27,Green,19589.49
2021-04-27,Orange,43838.01
2021-04-27,Red,50382.9
2021-04-28,Blue,20962.4
2021-04-28,Green,19733.39
2021-04-28,Orange,43339.22
2021-04-28,Red,50111.89
2021-04-29,Blue,19707.1
2021-04-29,Green,19858.46
2021-04-29,Orange,42841.82
2021-04-29,Red,48030.92
2021-04-30,Blue,22854.9
2021-04-30,Green,24301.14
2021-04-30,Orange,47691.46
2021-04-30,Red,55082.7
2021-05-01,Blue,18024.6
2021-05-01,Green,21652.16
2021-05-01,Orange,34312.96
2021-05-01,Red,37280.38
2021-05-02,Blue,13973.8
2021-05-02,Green,15162.89
2021-05-02,Orange,24104.57
2021-05-02,Red,26438.04
2021-05-03,Blue,20538.3
2021-05-03,Green,19300.6
2021-05-03,Orange,42869.79
2021-05-03,Red,49938.01
2021-05-04,Blue,20265.4
2021-05-04,Green,19294.21
2021-05-04,Orange,42783.34
2021-05-04,Red,49531.35
2021-05-05,Blue,20616.8
2021-05-05,Green,20755.79
2021-05-05,Orange,43748.39
2021-05-05,Red,50780.22
2021-05-06,Blue,23525.3
2021-05-06,Green,23020.92
2021-05-06,Orange,48358.57
2021-05-06,Red,55987.31
2021-05-07,Blue,23808.8
2021-05-07,Green,24992.18
2021-05-07,Orange,49460.6
2021-05-07,Red,56525.32
2021-05-08,Blue,17705.3
2021-05-08,Green,21357.7
2021-05-08,Orange,34386.22
2021-05-08,Red,38728.08
2021-05-09,Blue,14131.3
2021-05-09,Green,16128.31
2021-05-09,Orange,25219.76
2021-05-09,Red,28514.03
2021-05-10,Blue,20599.2
2021-05-10,Green,18410.62
2021-05-10,Orange,42737.52
2021-05-10,Red,48291.66
2021-05-11,Blue,22186.9
2021-05-11,Green,21522.16
2021-05-11,Orange,46166.35
2021-05-11,Red,54282.59
2021-05-12,Blue,22432.4
2021-05-12,Green,21575.56
2021-05-12,Orange,46484.13
2021-05-12,Red,54651.01
2021-05-13,Blue,23284.3
2021-05-13,Green,22738.07
2021-05-13,Orange,47964.64
2021-05-13,Red,56557.99
2021-05-14,Blue,25274.7
2021-05-14,Green,25920.93
2021-05-14,Orange,50940.38
2021-05-14,Red,59874.59
2021-05-15,Blue,19811.7
2021-05-15,Green,25111.45
2021-05-15,Orange,37332.0
2021-05-15,Red,43922.95
2021-05-16,Blue,14661.0
2021-05-16,Green,16726.02
2021-05-16,Orange,24738.74
2021-05-16,Red,29971.54
2021-05-17,Blue,22288.3
2021-05-17,Green,20412.27
2021-05-17,Orange,45972.83
2021-05-17,Red,52230.9
2021-05-18,Blue,22158.0
2021-05-18,Green,21734.37
2021-05-18,Orange,48604.45
2021-05-18,Red,55714.18
2021-05-19,Blue,23842.5
2021-05-19,Green,21413.37
2021-05-19,Orange,49726.44
2021-05-19,Red,55846.49
2021-05-20,Blue,24296.8
2021-05-20,Green,22287.97
2021-05-20,Orange,49776.86
2021-05-20,Red,58267.97
2021-05-21,Blue,25665.6
2021-05-21,Green,24560.92
2021-05-21,Orange,51937.53
2021-05-21,Red,61259.65
2021-05-22,Blue,19762.8
2021-05-22,Green,23181.67
2021-05-22,Orange,36532.79
2021-05-22,Red,43231.54
2021-05-23,Blue,15410.6
2021-05-23,Green,15451.26
2021-05-23,Orange,25644.61
2021-05-23,Red,30970.43
2021-05-24,Blue,22801.0
2021-05-24,Green,20726.59
2021-05-24,Orange,47087.06
2021-05-24,Red,54713.25
2021-05-25,Blue,24009.3
2021-05-25,Green,23347.15
2021-05-25,Orange,49344.44
2021-05-25,Red,57699.41
2021-05-26,Blue,24470.9
2021-05-26,Green,23733.15
2021-05-26,Orange,49425.51
2021-05-26,Red,58273.34
2021-05-27,Blue,24715.3
2021-05-27,Green,22415.1
2021-05-27,Orange,51003.49
2021-05-27,Red,60039.61
2021-05-28,Blue,22605.7
2021-05-28,Green,25895.59
2021-05-28,Orange,51832.97
2021-05-28,Red,59070.74
2021-05-29,Blue,16100.2
2021-05-29,Green,23834.87
2021-05-29,Orange,32472.85
2021-05-29,Red,35492.88
2021-05-30,Blue,12365.9
2021-05-30,Green,19647.82
2021-05-30,Orange,25894.5
2021-05-30,Red,27958.18
2021-05-31,Blue,14881.0
2021-05-31,Green,16184.28
2021-05-31,Orange,29509.75
2021-05-31,Red,31546.87
2021-06-01,Blue,23954.1
2021-06-01,Green,21449.99
2021-06-01,Orange,49510.79
2021-06-01,Red,58205.32
2021-06-02,Blue,24548.8
2021-06-02,Green,22342.51
2021-06-02,Orange,51493.05
2021-06-02,Red,60406.24
2021-06-03,Blue,24828.8
2021-06-03,Green,22911.82
2021-06-03,Orange,52287.99
2021-06-03,Red,60789.49
2021-06-04,Blue,25257.0
2021-06-04,Green,24436.64
2021-06-04,Orange,52728.44
2021-06-04,Red,62340.02
2021-06-05,Blue,21730.1
2021-06-05,Green,24195.64
2021-06-05,Orange,38740.78
2021-06-05,Red,47434.58
2021-06-06,Blue,16835.5
2021-06-06,Green,16772.48
2021-06-06,Orange,25972.9
2021-06-06,Red,33175.22
2021-06-07,Blue,24532.7
2021-06-07,Green,25779.79
2021-06-07,Orange,51745.66
2021-06-07,Red,59802.15
2021-06-08,Blue,23797.8
2021-06-08,Green,25581.99
2021-06-08,Orange,51171.63
2021-06-08,Red,60678.28
2021-06-09,Blue,26034.7
2021-06-09,Green,27166.71
2021-06-09,Orange,54037.48
2021-06-09,Red,63570.21
2021-06-10,Blue,26853.7
2021-06-10,Green,29017.95
2021-06-10,Orange,56189.73
2021-06-10,Red,67271.02
2021-06-11,Blue,26926.7
2021-06-11,Green,30822.46
2021-06-11,Orange,57569.04
2021-06-11,Red,68501.7
2021-06-12,Blue,20939.5
2021-06-12,Green,27844.35
2021-06-12,Orange,41211.98
2021-06-12,Red,49560.47
2021-06-13,Blue,17599.5
2021-06-13,Green,21184.71
2021-06-13,Orange,30589.81
2021-06-13,Red,38540.58
2021-06-14,Blue,22293.3
2021-06-14,Green,24155.41
2021-06-14,Orange,48630.57
2021-06-14,Red,57887.62
2021-06-15,Blue,25024.6
2021-06-15,Green,22406.05
2021-06-15,Orange,52517.88
2021-06-15,Red,62558.07
2021-06-16,Blue,26879.4
2021-06-16,Green,24518.75
2021-06-16,Orange,56225.44
2021-06-16,Red,66193.71
2021-06-17,Blue,27009.8
2021-06-17,Green,25013.46
2021-06-17,Orange,56169.63
2021-06-17,Red,66845.51
2021-06-18,Blue,28007.0
2021-06-18,Green,27221.19
2021-06-18,Orange,56628.08
2021-06-18,Red,67184.63
2021-06-19,Blue,21147.9
2021-06-19,Green,23668.65
2021-06-19,Orange,39496.45
2021-06-19,Red,47492.2
2021-06-20,Blue,17159.4
2021-06-20,Green,17036.6
2021-06-20,Orange,28384.06
2021-06-20,Red,33907.54
2021-06-21,Blue,24387.9
2021-06-21,Green,22569.89
2021-06-21,Orange,49482.33
2021-06-21,Red,58836.28
2021-06-22,Blue,23654.5
2021-06-22,Green,22706.05
2021-06-22,Orange,51414.44
2021-06-22,Red,60375.41
2021-06-23,Blue,27151.9
2021-06-23,Green,26382.54
2021-06-23,Orange,57661.43
2021-06-23,Red,68019.83
2021-06-24,Blue,27827.3
2021-06-24,Green,27112.43
2021-06-24,Orange,57967.6
2021-06-24,Red,69884.27
2021-06-25,Blue,26831.5
2021-06-25,Green,33299.37
2021-06-25,Orange,59082.05
2021-06-25,Red,68392.38
2021-06-26,Blue,21876.4
2021-06-26,Green,31221.23
2021-06-26,Orange,38632.86
2021-06-26,Red,52465.51
2021-06-27,Blue,17793.7
2021-06-27,Green,21986.35
2021-06-27,Orange,28007.12
2021-06-27,Red,37385.83
2021-06-28,Blue,24318.1
2021-06-28,Green,25324.81
2021-06-28,Orange,47144.29
2021-06-28,Red,60915.6
2021-06-29,Blue,25549.0
2021-06-29,Green,26485.14
2021-06-29,Orange,47062.16
2021-06-29,Red,62696.4
2021-06-30,Blue,25489.8
2021-06-30,Green,26483.25
2021-06-30,Orange,47620.73
2021-06-30,Red,62317.62
2021-07-01,Blue,23532.2
2021-07-01,Green,28510.76
2021-07-01,Orange,47563.12
2021-07-01,Red,63254.42
2021-07-02,Blue,22849.8
2021-07-02,Green,25124.39
2021-07-02,Orange,49909.94
2021-07-02,Red,59727.67
2021-07-03,Blue,16405.7
2021-07-03,Green,21528.46
2021-07-03,Orange,31914.03
2021-07-03,Red,37587.31
2021-07-04,Blue,14356.8
2021-07-04,Green,17522.08
2021-07-04,Orange,26338.55
2021-07-04,Red,33625.77
2021-07-05,Blue,18922.3
2021-07-05,Green,19563.75
2021-07-05,Orange,33121.22
2021-07-05,Red,40276.53
2021-07-06,Blue,24620.3
2021-07-06,Green,24287.64
2021-07-06,Orange,52683.3
2021-07-06,Red,63462.76
2021-07-07,Blue,26372.4
2021-07-07,Green,25687.45
2021-07-07,Orange,54878.1
2021-07-07,Red,67294.15
2021-07-08,Blue,26324.2
2021-07-08,Green,27040.18
2021-07-08,Orange,56664.6
2021-07-08,Red,68514.02
2021-07-09,Blue,23591.8
2021-07-09,Green,29510.58
2021-07-09,Orange,48895.02
2021-07-09,Red,58365.9
2021-07-10,Blue,22827.2
2021-07-10,Green,33276.18
2021-07-10,Orange,43844.12
2021-07-10,Red,53311.3
2021-07-11,Blue,18060.0
2021-07-11,Green,24528.24
2021-07-11,Orange,31880.04
2021-07-11,Red,39232.32
2021-07-12,Blue,22944.9
2021-07-12,Green,23426.6
2021-07-12,Orange,49312.09
2021-07-12,Red,59416.51
2021-07-13,Blue,26553.3
2021-07-13,Green,27107.42
2021-07-13,Orange,58065.27
2021-07-13,Red,69650.31
2021-07-14,Blue,27146.2
2021-07-14,Green,27668.3
2021-07-14,Orange,57446.11
2021-07-14,Red,71823.39
2021-07-15,Blue,28881.7
2021-07-15,Green,29094.57
2021-07-15,Orange,60415.03
2021-07-15,Red,75411.2
2021-07-16,Blue,28238.8
2021-07-16,Green,30516.18
2021-07-16,Orange,58411.57
2021-07-16,Red,72547.95
2021-07-17,Blue,21308.9
2021-07-17,Green,29445.63
2021-07-17,Orange,41599.82
2021-07-17,Red,50805.15
2021-07-18,Blue,15678.9
2021-07-18,Green,17786.11
2021-07-18,Orange,26054.38
2021-07-18,Red,33897.01
2021-07-19,Blue,25032.7
2021-07-19,Green,25088.51
2021-07-19,Orange,53416.79
2021-07-19,Red,66152.3
2021-07-20,Blue,27493.9
2021-07-20,Green,27665.36
2021-07-20,Orange,60206.32
2021-07-20,Red,73217.62
2021-07-21,Blue,27163.1
2021-07-21,Green,27489.22
2021-07-21,Orange,58380.14
2021-07-21,Red,71867.54
2021-07-22,Blue,29493.0
2021-07-22,Green,36598.89
2021-07-22,Orange,63575.65
2021-07-22,Red,78675.56
2021-07-23,Blue,29926.4
2021-07-23,Green,37665.07
2021-07-23,Orange,63004.42
2021-07-23,Red,77887.11
2021-07-24,Blue,24867.4
2021-07-24,Green,35793.18
2021-07-24,Orange,48338.64
2021-07-24,Red,59135.68
2021-07-25,Blue,16244.4
2021-07-25,Green,22176.38
2021-07-25,Orange,29892.77
2021-07-25,Red,36333.75
2021-07-26,Blue,26935.3
2021-07-26,Green,30572.82
2021-07-26,Orange,56140.48
2021-07-26,Red,68133.3
2021-07-27,Blue,27703.2
2021-07-27,Green,32251.11
2021-07-27,Orange,60112.35
2021-07-27,Red,72558.44
2021-07-28,Blue,28798.8
2021-07-28,Green,36253.95
2021-07-28,Orange,62529.23
2021-07-28,Red,75578.22
2021-07-29,Blue,28196.7
2021-07-29,Green,34321.31
2021-07-29,Orange,61545.39
2021-07-29,Red,75042.8
2021-07-30,Blue,29543.5
2021-07-30,Green,31179.61
2021-07-30,Orange,62722.49
2021-07-30,Red,75332.2
2021-07-31,Blue,23944.7
2021-07-31,Green,27775.97
2021-07-31,Orange,44521.02
2021-07-31,Red,53105.51
2021-08-01,Blue,17282.3
2021-08-01,Green,19832.77
2021-08-01,Orange,31385.22
2021-08-01,Red,38733.71
2021-08-02,Blue,25428.5
2021-08-02,Green,25328.39
2021-08-02,Orange,56280.25
2021-08-02,Red,67726.16
2021-08-03,Blue,27758.0
2021-08-03,Green,30911.05
2021-08-03,Orange,61152.14
2021-08-03,Red,74334.51
2021-08-04,Blue,27250.4
2021-08-04,Green,31099.23
2021-08-04,Orange,60981.7
2021-08-04,Red,72782.57
2021-08-05,Blue,25276.4
2021-08-05,Green,30576.82
2021-08-05,Orange,58245.12
2021-08-05,Red,69047.26
2021-08-06,Blue,31984.7
2021-08-06,Green,36291.44
2021-08-06,Orange,66012.51
2021-08-06,Red,79579.25
2021-08-07,Blue,28011.8
2021-08-07,Green,28868.73
2021-08-07,Orange,44303.74
2021-08-07,Red,53007.93
2021-08-08,Blue,20799.1
2021-08-08,Green,23742.36
2021-08-08,Orange,32856.32
2021-08-08,Red,40943.72
2021-08-09,Blue,25546.0
2021-08-09,Green,25796.65
2021-08-09,Orange,55174.88
2021-08-09,Red,67475.47
2021-08-10,Blue,27403.7
2021-08-10,Green,32407.92
2021-08-10,Orange,59784.24
2021-08-10,Red,74207.84
2021-08-11,Blue,27391.6
2021-08-11,Green,33097.81
2021-08-11,Orange,61663.32
2021-08-11,Red,74730.37
2021-08-12,Blue,27857.7
2021-08-12,Green,32110.64
2021-08-12,Orange,59262.73
2021-08-12,Red,72647.03
2021-08-13,Blue,29424.8
2021-08-13,Green,34259.92
2021-08-13,Orange,60702.66
2021-08-13,Red,73230.32
2021-08-14,Blue,22840.0
2021-08-14,Green,30914.12
2021-08-14,Orange,43672.96
2021-08-14,Red,50507.82
2021-08-15,Blue,19324.1
2021-08-15,Green,26097.16
2021-08-15,Orange,35506.88
2021-08-15,Red,44156.36
2021-08-16,Blue,26302.0
2021-08-16,Green,25846.55
2021-08-16,Orange,56324.74
2021-08-16,Red,68084.81
2021-08-17,Blue,27492.2
2021-08-17,Green,27013.39
2021-08-17,Orange,59253.4
2021-08-17,Red,72494.41
2021-08-18,Blue,27708.2
2021-08-18,Green,28456.53
2021-08-18,Orange,60161.67
2021-08-18,Red,73919.1
2021-08-19,Blue,24955.6
2021-08-19,Green,25318.47
2021-08-19,Orange,54173.83
2021-08-19,Red,66392.1
2021-08-20,Blue,29032.4
2021-08-20,Green,34219.3
2021-08-20,Orange,61131.56
2021-08-20,Red,75978.34
2021-08-21,Blue,23832.7
2021-08-21,Green,32088.39
2021-08-21,Orange,45108.83
2021-08-21,Red,54609.48
2021-08-22,Blue,11038.2
2021-08-22,Green,11324.06
2021-08-22,Orange,18532.62
2021-08-22,Red,21768.12
2021-08-23,Blue,24124.7
2021-08-23,Green,26443.53
2021-08-23,Orange,52705.1
2021-08-23,Red,64289.87
2021-08-24,Blue,27415.0
2021-08-24,Green,35886.29
2021-08-24,Orange,61844.04
2021-08-24,Red,77055.67
2021-08-25,Blue,27625.8
2021-08-25,Green,34760.25
2021-08-25,Orange,62356.02
2021-08-25,Red,76558.73
2021-08-26,Blue,28010.4
2021-08-26,Green,36575.42
2021-08-26,Orange,63602.65
2021-08-26,Red,77953.53
2021-08-27,Blue,27987.0
2021-08-27,Green,32922.39
2021-08-27,Orange,62891.92
2021-08-27,Red,76671.49
2021-08-28,Blue,22980.3
2021-08-28,Green,34881.67
2021-08-28,Orange,47173.95
2021-08-28,Red,57993.68
2021-08-29,Blue,17421.0
2021-08-29,Green,24112.66
2021-08-29,Orange,31858.45
2021-08-29,Red,41375.09
2021-08-30,Blue,25963.8
2021-08-30,Green,30951.97
2021-08-30,Orange,56339.27
2021-08-30,Red,70141.36
2021-08-31,Blue,27324.8
2021-08-31,Green,33337.31
2021-08-31,Orange,60699.45
2021-08-31,Red,76025.64
2021-09-01,Blue,25683.4
2021-09-01,Green,33076.23
2021-09-01,Orange,58578.28
2021-09-01,Red,73359.59
2021-09-02,Blue,27205.1
2021-09-02,Green,34264.13
2021-09-02,Orange,56804.15
2021-09-02,Red,75158.92
2021-09-03,Blue,31728.7
2021-09-03,Green,45467.52
2021-09-03,Orange,66379.92
2021-09-03,Red,85800.66
2021-09-04,Blue,25269.8
2021-09-04,Green,42158.04
2021-09-04,Orange,49233.66
2021-09-04,Red,62650.0
2021-09-05,Blue,18371.8
2021-09-05,Green,34277.9
2021-09-05,Orange,36705.49
2021-09-05,Red,47847.91
2021-09-06,Blue,20766.2
2021-09-06,Green,31969.22
2021-09-06,Orange,39825.42
2021-09-06,Red,49067.46
2021-09-07,Blue,29474.2
2021-09-07,Green,38081.44
2021-09-07,Orange,65562.17
2021-09-07,Red,85835.89
2021-09-08,Blue,29886.6
2021-09-08,Green,39409.91
2021-09-08,Orange,68638.36
2021-09-08,Red,88447.23
2021-09-09,Blue,27644.2
2021-09-09,Green,35943.62
2021-09-09,Orange,67992.82
2021-09-09,Red,87881.66
2021-09-10,Blue,32379.6
2021-09-10,Green,40742.48
2021-09-10,Orange,76049.63
2021-09-10,Red,95012.89
2021-09-11,Blue,24141.7
2021-09-11,Green,38080.62
2021-09-11,Orange,50255.08
2021-09-11,Red,64520.8
2021-09-12,Blue,18648.8
2021-09-12,Green,27961.04
2021-09-12,Orange,35966.81
2021-09-12,Red,45156.15
2021-09-13,Blue,28859.6
2021-09-13,Green,33567.86
2021-09-13,Orange,71359.66
2021-09-13,Red,85586.28
2021-09-14,Blue,30372.6
2021-09-14,Green,34900.59
2021-09-14,Orange,73060.29
2021-09-14,Red,91629.72
2021-09-15,Blue,30815.3
2021-09-15,Green,35478.88
2021-09-15,Orange,72640.26
2021-09-15,Red,92328.06
2021-09-16,Blue,29849.6
2021-09-16,Green,35243.35
2021-09-16,Orange,72948.77
2021-09-16,Red,89304.48
2021-09-17,Blue,31964.8
2021-09-17,Green,45710.26
2021-09-17,Orange,76805.55
2021-09-17,Red,96168.09
2021-09-18,Blue,24987.5
2021-09-18,Green,43556.67
2021-09-18,Orange,54288.42
2021-09-18,Red,58954.71
2021-09-19,Blue,19138.1
2021-09-19,Green,29337.35
2021-09-19,Orange,37473.17
2021-09-19,Red,40654.98
2021-09-20,Blue,29366.3
2021-09-20,Green,33911.36
2021-09-20,Orange,71082.34
2021-09-20,Red,85502.2
2021-09-21,Blue,30931.6
2021-09-21,Green,40277.19
2021-09-21,Orange,74313.81999999999
2021-09-21,Red,93655.89
2021-09-22,Blue,31205.6
2021-09-22,Green,40079.04
2021-09-22,Orange,76242.86
2021-09-22,Red,94764.9
2021-09-23,Blue,31906.0
2021-09-23,Green,36739.81
2021-09-23,Orange,75917.7
2021-09-23,Red,94466.99
2021-09-24,Blue,32507.4
2021-09-24,Green,47998.5
2021-09-24,Orange,79319.48
2021-09-24,Red,95884.72
2021-09-25,Blue,24807.2
2021-09-25,Green,44984.84
2021-09-25,Orange,57332.87
2021-09-25,Red,59064.49
2021-09-26,Blue,19462.9
2021-09-26,Green,31988.87
2021-09-26,Orange,41158.92
2021-09-26,Red,44341.21
2021-09-27,Blue,29535.1
2021-09-27,Green,32806.8
2021-09-27,Orange,72117.41
2021-09-27,Red,87417.79
2021-09-28,Blue,27711.8
2021-09-28,Green,34776.95
2021-09-28,Orange,71982.41
2021-09-28,Red,74733.54
2021-09-29,Blue,30457.3
2021-09-29,Green,36623.08
2021-09-29,Orange,75046.9
2021-09-29,Red,92106.32
2021-09-30,Blue,31868.8
2021-09-30,Green,38971.86
2021-09-30,Orange,78525.27
2021-09-30,Red,95032.07
2021-10-01,Blue,32844.9
2021-10-01,Green,48103.74
2021-10-01,Orange,80918.59
2021-10-01,Red,99318.97
2021-10-02,Blue,24170.7
2021-10-02,Green,42939.67
2021-10-02,Orange,57011.14
2021-10-02,Red,57375.89
2021-10-03,Blue,17374.6
2021-10-03,Green,26370.0
2021-10-03,Orange,35674.31
2021-10-03,Red,37064.99
2021-10-04,Blue,26891.8
2021-10-04,Green,34082.43
2021-10-04,Orange,69328.46
2021-10-04,Red,82675.41
2021-10-05,Blue,30624.5
2021-10-05,Green,41438.85
2021-10-05,Orange,76996.18
2021-10-05,Red,93441.97
2021-10-06,Blue,31594.1
2021-10-06,Green,38493.2
2021-10-06,Orange,78831.16
2021-10-06,Red,94447.24
2021-10-07,Blue,32102.8
2021-10-07,Green,38157.21
2021-10-07,Orange,77371.59
2021-10-07,Red,96090.9
2021-10-08,Blue,33616.9
2021-10-08,Green,45083.36
2021-10-08,Orange,82988.59
2021-10-08,Red,98432.85
2021-10-09,Blue,26313.5
2021-10-09,Green,44993.46
2021-10-09,Orange,57695.71
2021-10-09,Red,67138.63
2021-10-10,Blue,20297.3
2021-10-10,Green,40183.76
2021-10-10,Orange,43154.13
2021-10-10,Red,53246.81
2021-10-11,Blue,25261.9
2021-10-11,Green,40788.6
2021-10-11,Orange,57499.75
2021-10-11,Red,65449.95
2021-10-12,Blue,32271.7
2021-10-12,Green,39660.64
2021-10-12,Orange,77962.67
2021-10-12,Red,94015.49
2021-10-13,Blue,31925.4
2021-10-13,Green,37532.02
2021-10-13,Orange,76041.44
2021-10-13,Red,94766.84
2021-10-14,Blue,32542.6
2021-10-14,Green,39488.67
2021-10-14,Orange,77346.81
2021-10-14,Red,97860.92
2021-10-15,Blue,33269.8
2021-10-15,Green,45503.47
2021-10-15,Orange,80151.27
2021-10-15,Red,99113.36
2021-10-16,Blue,25203.2
2021-10-16,Green,46486.48
2021-10-16,Orange,57928.79
2021-10-16,Red,57792.03
2021-10-17,Blue,18374.7
2021-10-17,Green,29267.53
2021-10-17,Orange,39250.61
2021-10-17,Red,39010.86
2021-10-18,Blue,30397.1
2021-10-18,Green,40843.73
2021-10-18,Orange,74128.2
2021-10-18,Red,88712.97
2021-10-19,Blue,31046.0
2021-10-19,Green,42300.11
2021-10-19,Orange,77982.35
2021-10-19,Red,94601.94
2021-10-20,Blue,31535.1
2021-10-20,Green,43517.67
2021-10-20,Orange,78242.74
2021-10-20,Red,96444.19
2021-10-21,Blue,32503.4
2021-10-21,Green,37585.45
2021-10-21,Orange,79060.43
2021-10-21,Red,96746.22
2021-10-22,Blue,33397.9
2021-10-22,Green,47287.29
2021-10-22,Orange,84332.7
2021-10-22,Red,100652.01
2021-10-23,Blue,24958.0
2021-10-23,Green,46457.08
2021-10-23,Orange,59603.49
2021-10-23,Red,76496.93000000001
2021-10-24,Blue,18372.5
2021-10-24,Green,31911.42
2021-10-24,Orange,41903.83
2021-10-24,Red,52926.05
2021-10-25,Blue,26773.2
2021-10-25,Green,36497.93
2021-10-25,Orange,71132.07
2021-10-25,Red,82219.8
2021-10-26,Blue,26573.6
2021-10-26,Green,33989.07
2021-10-26,Orange,68400.34
2021-10-26,Red,84093.69
2021-10-27,Blue,25594.1
2021-10-27,Green,35879.77
2021-10-27,Orange,68143.78
2021-10-27,Red,76709.15
2021-10-28,Blue,30807.9
2021-10-28,Green,39764.82
2021-10-28,Orange,74715.02
2021-10-28,Red,97410.66
2021-10-29,Blue,31440.5
2021-10-29,Green,43549.08
2021-10-29,Orange,78048.66
2021-10-29,Red,96281.76
2021-10-30,Blue,18409.6
2021-10-30,Green,35136.59
2021-10-30,Orange,48631.17
2021-10-30,Red,46689.24
2021-10-31,Blue,17849.7
2021-10-31,Green,27875.68
2021-10-31,Orange,40378.68
2021-10-31,Red,41440.64
2021-11-01,Blue,29243.2
2021-11-01,Green,35624.71
2021-11-01,Orange,73248.48
2021-11-01,Red,88435.21
2021-11-02,Blue,30291.9
2021-11-02,Green,36127.41
2021-11-02,Orange,74281.33
2021-11-02,Red,94136.36
2021-11-03,Blue,30364.7
2021-11-03,Green,38142.56
2021-11-03,Orange,76096.41
2021-11-03,Red,94805.93
2021-11-04,Blue,31677.8
2021-11-04,Green,40413.77
2021-11-04,Orange,79713.15
2021-11-04,Red,95482.48
2021-11-05,Blue,31055.2
2021-11-05,Green,45003.19
2021-11-05,Orange,80224.49
2021-11-05,Red,95416.72
