service_date,route_short,station_name,gated_entries
2020-08-23,Orange,State Street,979.2
2020-08-23,Orange,Stony Brook,326.0
2020-08-23,Orange,Sullivan Square,1353.0
2020-08-23,Orange,Tufts Medical Center,723.0
2020-08-23,Orange,Wellington,859.0
2020-08-23,Red,Alewife,813.0
2020-08-23,Red,Andrew,1185.0
2020-08-23,Red,Ashmont,1404.0
2020-08-23,Red,Braintree,398.0
2020-08-23,Red,Broadway,774.0
2020-08-23,Red,Central,1723.0
2020-08-23,Red,Charles/MGH,1087.0
2020-08-23,Red,Davis,1005.0
2020-08-23,Red,Downtown Crossing,1424.43
2020-08-23,Red,Fields Corner,1123.0
2020-08-23,Red,Harvard,1746.0
2020-08-23,Red,JFK/UMass,857.0
2020-08-23,Red,Kendall/MIT,827.0
2020-08-23,Red,North Quincy,549.0
2020-08-23,Red,Park Street,640.5
2020-08-23,Red,Porter,834.0
2020-08-23,Red,Quincy Adams,310.0
2020-08-23,Red,Quincy Center,1013.0
2020-08-23,Red,Savin Hill,418.0
2020-08-23,Red,Shawmut,352.0
2020-08-23,Red,South Station,1187.2
2020-08-23,Red,Wollaston,469.0
2020-08-24,Blue,Airport,2714.0
2020-08-24,Blue,Aquarium,1357.0
2020-08-24,Blue,Beachmont,1362.0
2020-08-24,Blue,Bowdoin,881.0
2020-08-24,Blue,Government Center,127.7
2020-08-24,Blue,Maverick,4448.0
2020-08-24,Blue,Orient Heights,1680.0
2020-08-24,Blue,Revere Beach,1680.0
2020-08-24,Blue,State Street,276.5
2020-08-24,Blue,Suffolk Downs,314.0
2020-08-24,Blue,Wonderland,2420.0
2020-08-24,Blue,Wood Island,857.0
2020-08-24,Green,Arlington,820.0
2020-08-24,Green,Boylston,958.0
2020-08-24,Green,Copley,2021.0
2020-08-24,Green,Government Center,1149.3
2020-08-24,Green,Haymarket,1479.8
2020-08-24,Green,Hynes Convention Center,1375.0
2020-08-24,Green,Kenmore,1440.0
2020-08-24,Green,North Station,1175.3799999999999
2020-08-24,Green,Park Street,1390.26
2020-08-24,Green,Prudential,1231.0
2020-08-24,Green,Riverside,290.0
2020-08-24,Green,Symphony,3.0
2020-08-24,Orange,Assembly,681.0
2020-08-24,Orange,Back Bay,2613.0
2020-08-24,Orange,Chinatown,1120.0
2020-08-24,Orange,Community College,632.0
2020-08-24,Orange,Downtown Crossing,2342.69
2020-08-24,Orange,Forest Hills,3523.0
2020-08-24,Orange,Green Street,531.0
2020-08-24,Orange,Haymarket,1540.2
2020-08-24,Orange,Jackson Square,1782.0
2020-08-24,Orange,Malden Center,2985.0
2020-08-24,Orange,Massachusetts Avenue,1755.0
2020-08-24,Orange,North Station,2281.62
2020-08-24,Orange,Roxbury Crossing,1105.0
2020-08-24,Orange,Ruggles,2271.0
2020-08-24,Orange,State Street,2488.5
2020-08-24,Orange,Stony Brook,654.0
2020-08-24,Orange,Sullivan Square,2666.0
2020-08-24,Orange,Tufts Medical Center,1879.0
2020-08-24,Orange,Wellington,1783.0
2020-08-24,Red,Alewife,1607.0
2020-08-24,Red,Andrew,2061.0
2020-08-24,Red,Ashmont,2408.0
2020-08-24,Red,Braintree,977.0
2020-08-24,Red,Broadway,1403.0
2020-08-24,Red,Central,2994.0
2020-08-24,Red,Charles/MGH,3549.0
2020-08-24,Red,Davis,1749.0
2020-08-24,Red,Downtown Crossing,2438.31
2020-08-24,Red,Fields Corner,1843.0
2020-08-24,Red,Harvard,2710.0
2020-08-24,Red,JFK/UMass,1456.0
2020-08-24,Red,Kendall/MIT,1991.0
2020-08-24,Red,North Quincy,1275.0
2020-08-24,Red,Park Street,1006.74
2020-08-24,Red,Porter,1245.0
2020-08-24,Red,Quincy Adams,690.0
2020-08-24,Red,Quincy Center,2115.0
2020-08-24,Red,Savin Hill,705.0
2020-08-24,Red,Shawmut,703.0
2020-08-24,Red,South Station,2253.3
2020-08-24,Red,Wollaston,938.0
2020-08-25,Blue,Airport,2796.0
2020-08-25,Blue,Aquarium,1406.0
2020-08-25,Blue,Beachmont,1424.0
2020-08-25,Blue,Bowdoin,902.0
2020-08-25,Blue,Government Center,145.5
2020-08-25,Blue,Maverick,4657.0
2020-08-25,Blue,Orient Heights,1763.0
2020-08-25,Blue,Revere Beach,1691.0
2020-08-25,Blue,State Street,281.4
2020-08-25,Blue,Suffolk Downs,354.0
2020-08-25,Blue,Wonderland,2585.0
2020-08-25,Blue,Wood Island,878.0
2020-08-25,Green,Arlington,675.0
2020-08-25,Green,Boylston,852.0
2020-08-25,Green,Copley,1669.0
2020-08-25,Green,Government Center,1309.5
2020-08-25,Green,Haymarket,1491.07
2020-08-25,Green,Hynes Convention Center,1147.0
2020-08-25,Green,Kenmore,1354.0
2020-08-25,Green,North Station,1280.1
2020-08-25,Green,Park Street,2092.64
2020-08-25,Green,Prudential,841.0
2020-08-25,Green,Riverside,310.0
2020-08-25,Green,Symphony,16.0
2020-08-25,Orange,Assembly,844.0
2020-08-25,Orange,Back Bay,3006.0
2020-08-25,Orange,Chinatown,1305.0
2020-08-25,Orange,Community College,635.0
2020-08-25,Orange,Downtown Crossing,2453.92
2020-08-25,Orange,Forest Hills,3358.0
2020-08-25,Orange,Green Street,559.0
2020-08-25,Orange,Haymarket,1551.93
2020-08-25,Orange,Jackson Square,1825.0
2020-08-25,Orange,Malden Center,2986.0
2020-08-25,Orange,Massachusetts Avenue,1792.0
2020-08-25,Orange,North Station,2484.9
2020-08-25,Orange,Roxbury Crossing,1135.0
2020-08-25,Orange,Ruggles,2401.0
2020-08-25,Orange,State Street,2532.6
2020-08-25,Orange,Stony Brook,667.0
2020-08-25,Orange,Sullivan Square,2516.0
2020-08-25,Orange,Tufts Medical Center,1973.0
2020-08-25,Orange,Wellington,1869.0
2020-08-25,Red,Alewife,1621.0
2020-08-25,Red,Andrew,2265.0
2020-08-25,Red,Ashmont,2899.0
2020-08-25,Red,Braintree,997.0
2020-08-25,Red,Broadway,1480.0
2020-08-25,Red,Central,3187.0
2020-08-25,Red,Charles/MGH,3659.0
2020-08-25,Red,Davis,1921.0
2020-08-25,Red,Downtown Crossing,2554.08
2020-08-25,Red,Fields Corner,1943.0
2020-08-25,Red,Harvard,2853.0
2020-08-25,Red,JFK/UMass,1521.0
2020-08-25,Red,Kendall/MIT,2005.0
2020-08-25,Red,North Quincy,1343.0
2020-08-25,Red,Park Street,1515.3600000000001
2020-08-25,Red,Porter,1214.0
2020-08-25,Red,Quincy Adams,758.0
2020-08-25,Red,Quincy Center,2128.0
2020-08-25,Red,Savin Hill,727.0
2020-08-25,Red,Shawmut,720.0
2020-08-25,Red,South Station,2202.2
2020-08-25,Red,Wollaston,943.0
2020-08-26,Blue,Airport,2899.0
2020-08-26,Blue,Aquarium,1552.0
2020-08-26,Blue,Beachmont,1584.0
2020-08-26,Blue,Bowdoin,945.0
2020-08-26,Blue,Government Center,149.4
2020-08-26,Blue,Maverick,4842.0
2020-08-26,Blue,Orient Heights,1858.0
2020-08-26,Blue,Revere Beach,1781.0
2020-08-26,Blue,State Street,317.0
2020-08-26,Blue,Suffolk Downs,386.0
2020-08-26,Blue,Wonderland,2717.0
2020-08-26,Blue,Wood Island,970.0
2020-08-26,Green,Arlington,860.0
2020-08-26,Green,Boylston,949.0
2020-08-26,Green,Copley,2008.0
2020-08-26,Green,Government Center,1344.6
2020-08-26,Green,Haymarket,1553.79
2020-08-26,Green,Hynes Convention Center,1337.0
2020-08-26,Green,Kenmore,1601.0
2020-08-26,Green,North Station,1301.52
2020-08-26,Green,Park Street,1898.34
2020-08-26,Green,Prudential,1018.0
2020-08-26,Green,Riverside,362.0
2020-08-26,Green,Symphony,2.0
2020-08-26,Orange,Assembly,1090.0
2020-08-26,Orange,Back Bay,2796.0
2020-08-26,Orange,Chinatown,1278.0
2020-08-26,Orange,Community College,677.0
2020-08-26,Orange,Downtown Crossing,2522.0299999999997
2020-08-26,Orange,Forest Hills,3874.0
2020-08-26,Orange,Green Street,571.0
2020-08-26,Orange,Haymarket,1617.21
2020-08-26,Orange,Jackson Square,1771.0
2020-08-26,Orange,Malden Center,3189.0
2020-08-26,Orange,Massachusetts Avenue,1967.0
2020-08-26,Orange,North Station,2526.48
2020-08-26,Orange,Roxbury Crossing,1238.0
2020-08-26,Orange,Ruggles,2419.0
2020-08-26,Orange,State Street,2853.0
2020-08-26,Orange,Stony Brook,738.0
2020-08-26,Orange,Sullivan Square,2772.0
2020-08-26,Orange,Tufts Medical Center,1938.0
2020-08-26,Orange,Wellington,1937.0
2020-08-26,Red,Alewife,1731.0
2020-08-26,Red,Andrew,2206.0
2020-08-26,Red,Ashmont,3134.0
2020-08-26,Red,Braintree,1064.0
2020-08-26,Red,Broadway,1521.0
2020-08-26,Red,Central,3423.0
2020-08-26,Red,Charles/MGH,3793.0
2020-08-26,Red,Davis,1998.0
2020-08-26,Red,Downtown Crossing,2624.9700000000003
2020-08-26,Red,Fields Corner,1998.0
2020-08-26,Red,Harvard,3000.0
2020-08-26,Red,JFK/UMass,1771.0
2020-08-26,Red,Kendall/MIT,2199.0
2020-08-26,Red,North Quincy,1291.0
2020-08-26,Red,Park Street,1374.66
2020-08-26,Red,Porter,1381.0
2020-08-26,Red,Quincy Adams,814.0
2020-08-26,Red,Quincy Center,2369.0
2020-08-26,Red,Savin Hill,730.0
2020-08-26,Red,Shawmut,729.0
2020-08-26,Red,South Station,2384.2
2020-08-26,Red,Wollaston,1035.0
2020-08-27,Blue,Airport,2704.0
2020-08-27,Blue,Aquarium,1412.0
2020-08-27,Blue,Beachmont,1398.0
2020-08-27,Blue,Bowdoin,845.0
2020-08-27,Blue,Government Center,127.5
2020-08-27,Blue,Maverick,4520.0
2020-08-27,Blue,Orient Heights,1765.0
2020-08-27,Blue,Revere Beach,1637.0
2020-08-27,Blue,State Street,274.6
2020-08-27,Blue,Suffolk Downs,362.0
2020-08-27,Blue,Wonderland,2455.0
2020-08-27,Blue,Wood Island,888.0
2020-08-27,Green,Arlington,925.0
2020-08-27,Green,Boylston,1004.0
2020-08-27,Green,Copley,2228.0
2020-08-27,Green,Government Center,1147.5
2020-08-27,Green,Haymarket,1470.98
2020-08-27,Green,Hynes Convention Center,1406.0
2020-08-27,Green,Kenmore,1290.0
2020-08-27,Green,North Station,1222.3
2020-08-27,Green,Park Street,1434.92
2020-08-27,Green,Prudential,1164.0
2020-08-27,Green,Riverside,335.0
2020-08-27,Orange,Assembly,932.0
2020-08-27,Orange,Back Bay,2704.0
2020-08-27,Orange,Chinatown,1238.0
2020-08-27,Orange,Community College,670.0
2020-08-27,Orange,Downtown Crossing,2248.61
2020-08-27,Orange,Forest Hills,3740.0
2020-08-27,Orange,Green Street,505.0
2020-08-27,Orange,Haymarket,1531.02
2020-08-27,Orange,Jackson Square,1750.0
2020-08-27,Orange,Malden Center,2922.0
2020-08-27,Orange,Massachusetts Avenue,1784.0
2020-08-27,Orange,North Station,2372.7
2020-08-27,Orange,Oak Grove,1.0
2020-08-27,Orange,Roxbury Crossing,1072.0
2020-08-27,Orange,Ruggles,2291.0
2020-08-27,Orange,State Street,2471.4
2020-08-27,Orange,Stony Brook,679.0
2020-08-27,Orange,Sullivan Square,2661.0
2020-08-27,Orange,Tufts Medical Center,1963.0
2020-08-27,Orange,Wellington,1750.0
2020-08-27,Red,Alewife,1585.0
2020-08-27,Red,Andrew,2034.0
2020-08-27,Red,Ashmont,2888.0
2020-08-27,Red,Braintree,938.0
2020-08-27,Red,Broadway,1414.0
2020-08-27,Red,Central,3098.0
2020-08-27,Red,Charles/MGH,3702.0
2020-08-27,Red,Davis,1871.0
2020-08-27,Red,Downtown Crossing,2340.39
2020-08-27,Red,Fields Corner,1870.0
2020-08-27,Red,Harvard,2813.0
2020-08-27,Red,JFK/UMass,1520.0
2020-08-27,Red,Kendall/MIT,2047.0
2020-08-27,Red,North Quincy,1240.0
2020-08-27,Red,Park Street,1039.08
2020-08-27,Red,Porter,1281.0
2020-08-27,Red,Quincy Adams,714.0
2020-08-27,Red,Quincy Center,2144.0
2020-08-27,Red,Savin Hill,696.0
2020-08-27,Red,Shawmut,720.0
2020-08-27,Red,South Station,2238.6
2020-08-27,Red,Wollaston,955.0
2020-08-28,Blue,Airport,2904.0
2020-08-28,Blue,Aquarium,1820.0
2020-08-28,Blue,Beachmont,1538.0
2020-08-28,Blue,Bowdoin,889.0
2020-08-28,Blue,Government Center,150.7
2020-08-28,Blue,Maverick,5132.0
2020-08-28,Blue,Orient Heights,1892.0
2020-08-28,Blue,Revere Beach,1800.0
2020-08-28,Blue,State Street,300.7
2020-08-28,Blue,Suffolk Downs,346.0
2020-08-28,Blue,Wonderland,2639.0
2020-08-28,Blue,Wood Island,949.0
2020-08-28,Green,Arlington,1057.0
2020-08-28,Green,Boylston,1130.0
2020-08-28,Green,Copley,2528.0
2020-08-28,Green,Government Center,1356.3
2020-08-28,Green,Haymarket,1962.94
2020-08-28,Green,Hynes Convention Center,1638.0
2020-08-28,Green,Kenmore,1704.0
2020-08-28,Green,North Station,1278.4
2020-08-28,Green,Park Street,1723.18
2020-08-28,Green,Prudential,1172.0
2020-08-28,Green,Riverside,337.0
2020-08-28,Orange,Assembly,1145.0
2020-08-28,Orange,Back Bay,3012.0
2020-08-28,Orange,Chinatown,1417.0
2020-08-28,Orange,Community College,675.0
2020-08-28,Orange,Downtown Crossing,2572.9900000000002
2020-08-28,Orange,Forest Hills,4058.0
2020-08-28,Orange,Green Street,615.0
2020-08-28,Orange,Haymarket,2043.06
2020-08-28,Orange,Jackson Square,2013.0
2020-08-28,Orange,Malden Center,3134.0
2020-08-28,Orange,Massachusetts Avenue,1948.0
2020-08-28,Orange,North Station,2481.6
2020-08-28,Orange,Roxbury Crossing,1277.0
2020-08-28,Orange,Ruggles,2416.0
2020-08-28,Orange,State Street,2706.2999999999997
2020-08-28,Orange,Stony Brook,855.0
2020-08-28,Orange,Sullivan Square,2838.0
2020-08-28,Orange,Tufts Medical Center,1826.0
2020-08-28,Orange,Wellington,1850.0
2020-08-28,Red,Alewife,1685.0
2020-08-28,Red,Andrew,2128.0
2020-08-28,Red,Ashmont,3158.0
2020-08-28,Red,Braintree,1029.0
2020-08-28,Red,Broadway,1518.0
2020-08-28,Red,Central,3436.0
2020-08-28,Red,Charles/MGH,3648.0
2020-08-28,Red,Davis,2057.0
2020-08-28,Red,Downtown Crossing,2678.01
2020-08-28,Red,Fields Corner,2056.0
2020-08-28,Red,Harvard,3244.0
2020-08-28,Red,JFK/UMass,1640.0
2020-08-28,Red,Kendall/MIT,2140.0
2020-08-28,Red,North Quincy,1316.0
2020-08-28,Red,Park Street,1247.82
2020-08-28,Red,Porter,1509.0
2020-08-28,Red,Quincy Adams,755.0
2020-08-28,Red,Quincy Center,2285.0
2020-08-28,Red,Savin Hill,782.0
2020-08-28,Red,Shawmut,711.0
2020-08-28,Red,South Station,2417.8
2020-08-28,Red,Wollaston,1063.0
2020-08-29,Blue,Airport,2100.0
2020-08-29,Blue,Aquarium,1149.0
2020-08-29,Blue,Beachmont,1015.0
2020-08-29,Blue,Bowdoin,256.0
2020-08-29,Blue,Government Center,77.3
2020-08-29,Blue,Maverick,3314.0
2020-08-29,Blue,Orient Heights,1200.0
2020-08-29,Blue,Revere Beach,1159.0
2020-08-29,Blue,State Street,150.2
2020-08-29,Blue,Suffolk Downs,206.0
2020-08-29,Blue,Wonderland,1519.0
2020-08-29,Blue,Wood Island,637.0
2020-08-29,Green,Arlington,618.0
2020-08-29,Green,Boylston,800.0
2020-08-29,Green,Copley,1973.0
2020-08-29,Green,Government Center,695.7
2020-08-29,Green,Haymarket,1323.49
2020-08-29,Green,Hynes Convention Center,1344.0
2020-08-29,Green,Kenmore,1308.0
2020-08-29,Green,North Station,711.28
2020-08-29,Green,Park Street,1028.34
2020-08-29,Green,Prudential,710.0
2020-08-29,Green,Riverside,202.0
2020-08-29,Green,Symphony,4.0
2020-08-29,Orange,Assembly,879.0
2020-08-29,Orange,Back Bay,1996.0
2020-08-29,Orange,Chinatown,942.0
2020-08-29,Orange,Community College,519.0
2020-08-29,Orange,Downtown Crossing,1572.41
2020-08-29,Orange,Forest Hills,2292.0
2020-08-29,Orange,Green Street,308.0
2020-08-29,Orange,Haymarket,1377.51
2020-08-29,Orange,Jackson Square,1181.0
2020-08-29,Orange,Malden Center,1904.0
2020-08-29,Orange,Massachusetts Avenue,1148.0
2020-08-29,Orange,North Station,1380.72
2020-08-29,Orange,Roxbury Crossing,704.0
2020-08-29,Orange,Ruggles,1330.0
2020-08-29,Orange,State Street,1351.8
2020-08-29,Orange,Stony Brook,413.0
2020-08-29,Orange,Sullivan Square,1775.0
2020-08-29,Orange,Tufts Medical Center,908.0
2020-08-29,Orange,Wellington,1250.0
2020-08-29,Red,Alewife,896.0
2020-08-29,Red,Andrew,1374.0
2020-08-29,Red,Ashmont,1984.0
2020-08-29,Red,Braintree,486.0
2020-08-29,Red,Broadway,877.0
2020-08-29,Red,Central,1831.0
2020-08-29,Red,Charles/MGH,1219.0
2020-08-29,Red,Davis,1288.0
2020-08-29,Red,Downtown Crossing,1636.59
2020-08-29,Red,Fields Corner,1306.0
2020-08-29,Red,Harvard,2011.0
2020-08-29,Red,JFK/UMass,1024.0
2020-08-29,Red,Kendall/MIT,1013.0
2020-08-29,Red,North Quincy,682.0
2020-08-29,Red,Park Street,744.66
2020-08-29,Red,Porter,941.0
2020-08-29,Red,Quincy Adams,429.0
2020-08-29,Red,Quincy Center,1368.0
2020-08-29,Red,Savin Hill,472.0
2020-08-29,Red,Shawmut,378.0
2020-08-29,Red,South Station,1258.6
2020-08-29,Red,Wollaston,579.0
2020-08-30,Blue,Airport,2157.0
2020-08-30,Blue,Aquarium,1232.0
2020-08-30,Blue,Beachmont,982.0
2020-08-30,Blue,Bowdoin,298.0
2020-08-30,Blue,Government Center,88.9
2020-08-30,Blue,Maverick,3114.0
2020-08-30,Blue,Orient Heights,1150.0
2020-08-30,Blue,Revere Beach,1199.0
2020-08-30,Blue,State Street,139.3
2020-08-30,Blue,Suffolk Downs,209.0
2020-08-30,Blue,Wonderland,1478.0
2020-08-30,Blue,Wood Island,536.0
2020-08-30,Green,Arlington,594.0
2020-08-30,Green,Boylston,892.0
2020-08-30,Green,Copley,1884.0
2020-08-30,Green,Government Center,800.1
2020-08-30,Green,Haymarket,1029.98
2020-08-30,Green,Hynes Convention Center,1363.0
2020-08-30,Green,Kenmore,1046.0
2020-08-30,Green,North Station,707.54
2020-08-30,Green,Park Street,1339.8
2020-08-30,Green,Prudential,527.0
2020-08-30,Green,Riverside,183.0
2020-08-30,Green,Symphony,139.0
2020-08-30,Orange,Assembly,1044.0
2020-08-30,Orange,Back Bay,1737.0
2020-08-30,Orange,Chinatown,964.0
2020-08-30,Orange,Community College,549.0
2020-08-30,Orange,Downtown Crossing,1569.47
2020-08-30,Orange,Forest Hills,2016.0
2020-08-30,Orange,Green Street,323.0
2020-08-30,Orange,Haymarket,1072.02
2020-08-30,Orange,Jackson Square,1086.0
2020-08-30,Orange,Malden Center,1833.0
2020-08-30,Orange,Massachusetts Avenue,1043.0
2020-08-30,Orange,North Station,1373.46
2020-08-30,Orange,Roxbury Crossing,690.0
2020-08-30,Orange,Ruggles,1136.0
2020-08-30,Orange,State Street,1253.7
2020-08-30,Orange,Stony Brook,413.0
2020-08-30,Orange,Sullivan Square,1599.0
2020-08-30,Orange,Tufts Medical Center,748.0
2020-08-30,Orange,Wellington,1017.0
2020-08-30,Red,Alewife,926.0
2020-08-30,Red,Andrew,1268.0
2020-08-30,Red,Ashmont,1652.0
2020-08-30,Red,Braintree,473.0
2020-08-30,Red,Broadway,928.0
2020-08-30,Red,Central,1363.0
2020-08-30,Red,Charles/MGH,1213.0
2020-08-30,Red,Davis,1289.0
2020-08-30,Red,Downtown Crossing,1633.53
2020-08-30,Red,Fields Corner,1196.0
2020-08-30,Red,Harvard,2118.0
2020-08-30,Red,JFK/UMass,990.0
2020-08-30,Red,Kendall/MIT,970.0
2020-08-30,Red,North Quincy,649.0
2020-08-30,Red,Park Street,970.2
2020-08-30,Red,Porter,1002.0
2020-08-30,Red,Quincy Adams,332.0
2020-08-30,Red,Quincy Center,1213.0
2020-08-30,Red,Savin Hill,423.0
2020-08-30,Red,Shawmut,391.0
2020-08-30,Red,South Station,1348.2
2020-08-30,Red,Wollaston,532.0
2020-08-31,Blue,Airport,2686.0
2020-08-31,Blue,Aquarium,1349.0
2020-08-31,Blue,Beachmont,1369.0
2020-08-31,Blue,Bowdoin,893.0
2020-08-31,Blue,Government Center,142.1
2020-08-31,Blue,Maverick,4623.0
2020-08-31,Blue,Orient Heights,1709.0
2020-08-31,Blue,Revere Beach,1659.0
2020-08-31,Blue,State Street,272.2
2020-08-31,Blue,Suffolk Downs,319.0
2020-08-31,Blue,Wonderland,2364.0
2020-08-31,Blue,Wood Island,863.0
2020-08-31,Green,Arlington,1022.0
2020-08-31,Green,Boylston,1160.0
2020-08-31,Green,Copley,2243.0
2020-08-31,Green,Government Center,1278.9
2020-08-31,Green,Haymarket,1602.79
2020-08-31,Green,Hynes Convention Center,1462.0
2020-08-31,Green,Kenmore,1686.0
2020-08-31,Green,North Station,1248.14
2020-08-31,Green,Park Street,1651.84
2020-08-31,Green,Prudential,606.0
2020-08-31,Green,Riverside,288.0
2020-08-31,Green,Symphony,230.0
2020-08-31,Orange,Assembly,1042.0
2020-08-31,Orange,Back Bay,2679.0
2020-08-31,Orange,Chinatown,1379.0
2020-08-31,Orange,Community College,718.0
2020-08-31,Orange,Downtown Crossing,2469.11
2020-08-31,Orange,Forest Hills,3794.0
2020-08-31,Orange,Green Street,537.0
2020-08-31,Orange,Haymarket,1668.21
2020-08-31,Orange,Jackson Square,1820.0
2020-08-31,Orange,Malden Center,3256.0
2020-08-31,Orange,Massachusetts Avenue,1791.0
2020-08-31,Orange,North Station,2422.86
2020-08-31,Orange,Oak Grove,630.0
2020-08-31,Orange,Roxbury Crossing,1064.0
2020-08-31,Orange,Ruggles,2416.0
2020-08-31,Orange,State Street,2449.8
2020-08-31,Orange,Stony Brook,701.0
2020-08-31,Orange,Sullivan Square,2861.0
2020-08-31,Orange,Tufts Medical Center,1808.0
2020-08-31,Orange,Wellington,1782.0
2020-08-31,Red,Alewife,1743.0
2020-08-31,Red,Andrew,2174.0
2020-08-31,Red,Ashmont,2603.0
2020-08-31,Red,Braintree,1079.0
2020-08-31,Red,Broadway,1453.0
2020-08-31,Red,Central,3178.0
2020-08-31,Red,Charles/MGH,3723.0
2020-08-31,Red,Davis,1915.0
2020-08-31,Red,Downtown Crossing,2569.89
2020-08-31,Red,Fields Corner,1935.0
2020-08-31,Red,Harvard,2908.0
2020-08-31,Red,JFK/UMass,1546.0
2020-08-31,Red,Kendall/MIT,2080.0
2020-08-31,Red,North Quincy,1291.0
2020-08-31,Red,Park Street,1196.16
2020-08-31,Red,Porter,1281.0
2020-08-31,Red,Quincy Adams,754.0
2020-08-31,Red,Quincy Center,2168.0
2020-08-31,Red,Savin Hill,649.0
2020-08-31,Red,Shawmut,719.0
2020-08-31,Red,South Station,2346.4
2020-08-31,Red,Wollaston,1038.0
2020-09-01,Blue,Airport,2879.0
2020-09-01,Blue,Aquarium,1480.0
2020-09-01,Blue,Beachmont,1524.0
2020-09-01,Blue,Bowdoin,925.0
2020-09-01,Blue,Government Center,142.3
2020-09-01,Blue,Maverick,4912.0
2020-09-01,Blue,Orient Heights,1832.0
2020-09-01,Blue,Revere Beach,1784.0
2020-09-01,Blue,State Street,300.2
2020-09-01,Blue,Suffolk Downs,310.0
2020-09-01,Blue,Wonderland,2479.0
2020-09-01,Blue,Wood Island,900.0
2020-09-01,Green,Arlington,1018.0
2020-09-01,Green,Boylston,1159.0
2020-09-01,Green,Copley,2647.0
2020-09-01,Green,Government Center,1280.7
2020-09-01,Green,Haymarket,1684.62
2020-09-01,Green,Hynes Convention Center,1552.0
2020-09-01,Green,Kenmore,1730.0
2020-09-01,Green,North Station,1288.6
2020-09-01,Green,Park Street,1680.84
2020-09-01,Green,Prudential,624.0
2020-09-01,Green,Riverside,382.0
2020-09-01,Green,Symphony,272.0
2020-09-01,Orange,Assembly,1145.0
2020-09-01,Orange,Back Bay,3089.0
2020-09-01,Orange,Chinatown,1313.0
2020-09-01,Orange,Community College,795.0
2020-09-01,Orange,Downtown Crossing,2506.35
2020-09-01,Orange,Forest Hills,3989.0
2020-09-01,Orange,Green Street,546.0
2020-09-01,Orange,Haymarket,1753.38
2020-09-01,Orange,Jackson Square,1999.0
2020-09-01,Orange,Malden Center,3290.0
2020-09-01,Orange,Massachusetts Avenue,1840.0
2020-09-01,Orange,North Station,2501.4
2020-09-01,Orange,Oak Grove,1147.0
2020-09-01,Orange,Roxbury Crossing,1187.0
2020-09-01,Orange,Ruggles,2648.0
2020-09-01,Orange,State Street,2701.8
2020-09-01,Orange,Stony Brook,802.0
2020-09-01,Orange,Sullivan Square,2899.0
2020-09-01,Orange,Tufts Medical Center,2003.0
2020-09-01,Orange,Wellington,2000.0
2020-09-01,Red,Alewife,1710.0
2020-09-01,Red,Andrew,2320.0
2020-09-01,Red,Ashmont,3057.0
2020-09-01,Red,Braintree,1161.0
2020-09-01,Red,Broadway,1570.0
2020-09-01,Red,Central,3419.0
2020-09-01,Red,Charles/MGH,3913.0
2020-09-01,Red,Davis,1913.0
2020-09-01,Red,Downtown Crossing,2608.65
2020-09-01,Red,Fields Corner,1994.0
2020-09-01,Red,Harvard,3032.0
2020-09-01,Red,JFK/UMass,1570.0
2020-09-01,Red,Kendall/MIT,1308.0
2020-09-01,Red,North Quincy,1466.0
2020-09-01,Red,Park Street,1217.16
2020-09-01,Red,Porter,1356.0
2020-09-01,Red,Quincy Adams,831.0
2020-09-01,Red,Quincy Center,2215.0
2020-09-01,Red,Savin Hill,758.0
2020-09-01,Red,Shawmut,690.0
2020-09-01,Red,South Station,2412.9
2020-09-01,Red,Wollaston,1072.0
2020-09-02,Blue,Airport,2763.0
2020-09-02,Blue,Aquarium,1309.0
2020-09-02,Blue,Beachmont,1421.0
2020-09-02,Blue,Bowdoin,888.0
2020-09-02,Blue,Government Center,132.4
2020-09-02,Blue,Maverick,4610.0
2020-09-02,Blue,Orient Heights,1735.0
2020-09-02,Blue,Revere Beach,1632.0
2020-09-02,Blue,State Street,269.3
2020-09-02,Blue,Suffolk Downs,331.0
2020-09-02,Blue,Wonderland,2386.0
2020-09-02,Blue,Wood Island,858.0
2020-09-02,Green,Arlington,1033.0
2020-09-02,Green,Boylston,1236.0
2020-09-02,Green,Copley,2546.0
2020-09-02,Green,Government Center,1191.6
2020-09-02,Green,Haymarket,1520.96
2020-09-02,Green,Hynes Convention Center,1400.0
2020-09-02,Green,Kenmore,1665.0
2020-09-02,Green,North Station,1241.34
2020-09-02,Green,Park Street,1547.44
2020-09-02,Green,Prudential,669.0
2020-09-02,Green,Riverside,349.0
2020-09-02,Green,Symphony,340.0
2020-09-02,Orange,Assembly,963.0
2020-09-02,Orange,Back Bay,2981.0
2020-09-02,Orange,Chinatown,1361.0
2020-09-02,Orange,Community College,807.0
2020-09-02,Orange,Downtown Crossing,2345.63
2020-09-02,Orange,Forest Hills,3846.0
2020-09-02,Orange,Green Street,485.0
2020-09-02,Orange,Haymarket,1583.04
2020-09-02,Orange,Jackson Square,1854.0
2020-09-02,Orange,Malden Center,3043.0
2020-09-02,Orange,Massachusetts Avenue,1718.0
2020-09-02,Orange,North Station,2409.66
2020-09-02,Orange,Oak Grove,1105.0
2020-09-02,Orange,Roxbury Crossing,1054.0
2020-09-02,Orange,Ruggles,2750.0
2020-09-02,Orange,State Street,2423.7
2020-09-02,Orange,Stony Brook,742.0
2020-09-02,Orange,Sullivan Square,2688.0
2020-09-02,Orange,Tufts Medical Center,1898.0
