service_date,route_short,station_name,gated_entries
2021-07-08,Orange,North Station,4161.3
2021-07-08,Orange,Oak Grove,1728.0
2021-07-08,Orange,Roxbury Crossing,1767.0
2021-07-08,Orange,Ruggles,2873.0
2021-07-08,Orange,State Street,4555.8
2021-07-08,Orange,Stony Brook,1186.0
2021-07-08,Orange,Sullivan Square,4032.0
2021-07-08,Orange,Tufts Medical Center,2733.0
2021-07-08,Orange,Wellington,2316.0
2021-07-08,Red,Alewife,3593.0
2021-07-08,Red,Andrew,2976.0
2021-07-08,Red,Ashmont,3758.0
2021-07-08,Red,Braintree,1402.0
2021-07-08,Red,Broadway,2262.0
2021-07-08,Red,Central,5974.0
2021-07-08,Red,Charles/MGH,5757.0
2021-07-08,Red,Davis,4206.0
2021-07-08,Red,Downtown Crossing,4351.32
2021-07-08,Red,Fields Corner,2325.0
2021-07-08,Red,Harvard,6131.0
2021-07-08,Red,JFK/UMass,2030.0
2021-07-08,Red,Kendall/MIT,4472.0
2021-07-08,Red,North Quincy,1849.0
2021-07-08,Red,Park Street,2219.7
2021-07-08,Red,Porter,2908.0
2021-07-08,Red,Quincy Adams,1255.0
2021-07-08,Red,Quincy Center,2719.0
2021-07-08,Red,Savin Hill,1019.0
2021-07-08,Red,Shawmut,1014.0
2021-07-08,Red,South Station,4956.0
2021-07-08,Red,Wollaston,1337.0
2021-07-09,Blue,Airport,4086.0
2021-07-09,Blue,Aquarium,2758.0
2021-07-09,Blue,Beachmont,1685.0
2021-07-09,Blue,Bowdoin,1074.0
2021-07-09,Blue,Government Center,254.4
2021-07-09,Blue,Maverick,5778.0
2021-07-09,Blue,Orient Heights,2053.0
2021-07-09,Blue,Revere Beach,1545.0
2021-07-09,Blue,State Street,379.4
2021-07-09,Blue,Suffolk Downs,224.0
2021-07-09,Blue,Wonderland,2687.0
2021-07-09,Blue,Wood Island,1068.0
2021-07-09,Green,Arlington,2222.0
2021-07-09,Green,Boylston,2201.0
2021-07-09,Green,Copley,4329.0
2021-07-09,Green,Government Center,2289.6
2021-07-09,Green,Haymarket,2600.92
2021-07-09,Green,Hynes Convention Center,2835.0
2021-07-09,Green,Kenmore,5572.0
2021-07-09,Green,North Station,2067.88
2021-07-09,Green,Park Street,2680.18
2021-07-09,Green,Prudential,1427.0
2021-07-09,Green,Riverside,621.0
2021-07-09,Green,Symphony,665.0
2021-07-09,Orange,Assembly,1249.0
2021-07-09,Orange,Back Bay,4209.0
2021-07-09,Orange,Chinatown,1877.0
2021-07-09,Orange,Community College,943.0
2021-07-09,Orange,Downtown Crossing,3321.22
2021-07-09,Orange,Forest Hills,4356.0
2021-07-09,Orange,Green Street,851.0
2021-07-09,Orange,Haymarket,2707.08
2021-07-09,Orange,Jackson Square,2036.0
2021-07-09,Orange,Malden Center,3087.0
2021-07-09,Orange,Massachusetts Avenue,2198.0
2021-07-09,Orange,North Station,4014.12
2021-07-09,Orange,Oak Grove,1489.0
2021-07-09,Orange,Roxbury Crossing,1549.0
2021-07-09,Orange,Ruggles,2485.0
2021-07-09,Orange,State Street,3414.6
2021-07-09,Orange,Stony Brook,1069.0
2021-07-09,Orange,Sullivan Square,3614.0
2021-07-09,Orange,Tufts Medical Center,2459.0
2021-07-09,Orange,Wellington,1967.0
2021-07-09,Red,Alewife,3190.0
2021-07-09,Red,Andrew,2423.0
2021-07-09,Red,Ashmont,3161.0
2021-07-09,Red,Braintree,1322.0
2021-07-09,Red,Broadway,1982.0
2021-07-09,Red,Central,5275.0
2021-07-09,Red,Charles/MGH,5226.0
2021-07-09,Red,Davis,3700.0
2021-07-09,Red,Downtown Crossing,3456.78
2021-07-09,Red,Fields Corner,1939.0
2021-07-09,Red,Harvard,5315.0
2021-07-09,Red,JFK/UMass,1786.0
2021-07-09,Red,Kendall/MIT,3363.0
2021-07-09,Red,North Quincy,1463.0
2021-07-09,Red,Park Street,1940.82
2021-07-09,Red,Porter,2548.0
2021-07-09,Red,Quincy Adams,1044.0
2021-07-09,Red,Quincy Center,2377.0
2021-07-09,Red,Savin Hill,820.0
2021-07-09,Red,Shawmut,696.0
2021-07-09,Red,South Station,4101.3
2021-07-09,Red,Wollaston,1237.0
2021-07-10,Blue,Airport,3749.0
2021-07-10,Blue,Aquarium,3480.0
2021-07-10,Blue,Beachmont,1480.0
2021-07-10,Blue,Bowdoin,589.0
2021-07-10,Blue,Government Center,312.7
2021-07-10,Blue,Maverick,5789.0
2021-07-10,Blue,Orient Heights,1807.0
2021-07-10,Blue,Revere Beach,1456.0
2021-07-10,Blue,State Street,345.5
2021-07-10,Blue,Suffolk Downs,298.0
2021-07-10,Blue,Wonderland,2605.0
2021-07-10,Blue,Wood Island,916.0
2021-07-10,Green,Arlington,2082.0
2021-07-10,Green,Boylston,2219.0
2021-07-10,Green,Copley,5276.0
2021-07-10,Green,Government Center,2814.3
2021-07-10,Green,Haymarket,3036.04
2021-07-10,Green,Hynes Convention Center,3181.0
2021-07-10,Green,Kenmore,7285.0
2021-07-10,Green,North Station,1953.3
2021-07-10,Green,Park Street,3371.54
2021-07-10,Green,Prudential,1424.0
2021-07-10,Green,Riverside,29.0
2021-07-10,Green,Symphony,605.0
2021-07-10,Orange,Assembly,1823.0
2021-07-10,Orange,Back Bay,3737.0
2021-07-10,Orange,Chinatown,1761.0
2021-07-10,Orange,Community College,961.0
2021-07-10,Orange,Downtown Crossing,3186.96
2021-07-10,Orange,Forest Hills,3512.0
2021-07-10,Orange,Green Street,751.0
2021-07-10,Orange,Haymarket,3159.96
2021-07-10,Orange,Jackson Square,1612.0
2021-07-10,Orange,Malden Center,2935.0
2021-07-10,Orange,Massachusetts Avenue,1897.0
2021-07-10,Orange,North Station,3791.7
2021-07-10,Orange,Oak Grove,1226.0
2021-07-10,Orange,Roxbury Crossing,1322.0
2021-07-10,Orange,Ruggles,1748.0
2021-07-10,Orange,State Street,3109.5
2021-07-10,Orange,Stony Brook,961.0
2021-07-10,Orange,Sullivan Square,3188.0
2021-07-10,Orange,Tufts Medical Center,1381.0
2021-07-10,Orange,Wellington,1781.0
2021-07-10,Red,Alewife,2985.0
2021-07-10,Red,Andrew,2200.0
2021-07-10,Red,Ashmont,2578.0
2021-07-10,Red,Braintree,1175.0
2021-07-10,Red,Broadway,1352.0
2021-07-10,Red,Central,5423.0
2021-07-10,Red,Charles/MGH,2752.0
2021-07-10,Red,Davis,3929.0
2021-07-10,Red,Downtown Crossing,3317.04
2021-07-10,Red,Fields Corner,1801.0
2021-07-10,Red,Harvard,6419.0
2021-07-10,Red,JFK/UMass,1547.0
2021-07-10,Red,Kendall/MIT,2520.0
2021-07-10,Red,North Quincy,1259.0
2021-07-10,Red,Park Street,2441.46
2021-07-10,Red,Porter,2794.0
2021-07-10,Red,Quincy Adams,905.0
2021-07-10,Red,Quincy Center,2155.0
2021-07-10,Red,Savin Hill,753.0
2021-07-10,Red,Shawmut,611.0
2021-07-10,Red,South Station,3390.8
2021-07-10,Red,Wollaston,1004.0
2021-07-11,Blue,Airport,3537.0
2021-07-11,Blue,Aquarium,2651.0
2021-07-11,Blue,Beachmont,1150.0
2021-07-11,Blue,Bowdoin,453.0
2021-07-11,Blue,Government Center,210.1
2021-07-11,Blue,Maverick,4132.0
2021-07-11,Blue,Orient Heights,1387.0
2021-07-11,Blue,Revere Beach,1358.0
2021-07-11,Blue,State Street,245.9
2021-07-11,Blue,Suffolk Downs,228.0
2021-07-11,Blue,Wonderland,2012.0
2021-07-11,Blue,Wood Island,696.0
2021-07-11,Green,Arlington,1617.0
2021-07-11,Green,Boylston,1584.0
2021-07-11,Green,Copley,3920.0
2021-07-11,Green,Government Center,1890.9
2021-07-11,Green,Haymarket,1858.08
2021-07-11,Green,Hynes Convention Center,2461.0
2021-07-11,Green,Kenmore,5720.0
2021-07-11,Green,North Station,1495.66
2021-07-11,Green,Park Street,2389.6
2021-07-11,Green,Prudential,1055.0
2021-07-11,Green,Riverside,36.0
2021-07-11,Green,Symphony,501.0
2021-07-11,Orange,Assembly,1515.0
2021-07-11,Orange,Back Bay,2956.0
2021-07-11,Orange,Chinatown,1510.0
2021-07-11,Orange,Community College,736.0
2021-07-11,Orange,Downtown Crossing,2024.68
2021-07-11,Orange,Forest Hills,2325.0
2021-07-11,Orange,Green Street,443.0
2021-07-11,Orange,Haymarket,1933.92
2021-07-11,Orange,Jackson Square,1263.0
2021-07-11,Orange,Malden Center,2136.0
2021-07-11,Orange,Massachusetts Avenue,1485.0
2021-07-11,Orange,North Station,2903.34
2021-07-11,Orange,Oak Grove,976.0
2021-07-11,Orange,Roxbury Crossing,905.0
2021-07-11,Orange,Ruggles,1278.0
2021-07-11,Orange,State Street,2213.1
2021-07-11,Orange,Stony Brook,722.0
2021-07-11,Orange,Sullivan Square,2278.0
2021-07-11,Orange,Tufts Medical Center,1075.0
2021-07-11,Orange,Wellington,1202.0
2021-07-11,Red,Alewife,2365.0
2021-07-11,Red,Andrew,1652.0
2021-07-11,Red,Ashmont,1788.0
2021-07-11,Red,Braintree,979.0
2021-07-11,Red,Broadway,1260.0
2021-07-11,Red,Central,3919.0
2021-07-11,Red,Charles/MGH,2044.0
2021-07-11,Red,Davis,2650.0
2021-07-11,Red,Downtown Crossing,2107.32
2021-07-11,Red,Fields Corner,1170.0
2021-07-11,Red,Harvard,4719.0
2021-07-11,Red,JFK/UMass,1287.0
2021-07-11,Red,Kendall/MIT,1709.0
2021-07-11,Red,North Quincy,933.0
2021-07-11,Red,Park Street,1730.4
2021-07-11,Red,Porter,1964.0
2021-07-11,Red,Quincy Adams,649.0
2021-07-11,Red,Quincy Center,1460.0
2021-07-11,Red,Savin Hill,512.0
2021-07-11,Red,Shawmut,460.0
2021-07-11,Red,South Station,3176.6
2021-07-11,Red,Wollaston,698.0
2021-07-12,Blue,Airport,3899.0
2021-07-12,Blue,Aquarium,2464.0
2021-07-12,Blue,Beachmont,1609.0
2021-07-12,Blue,Bowdoin,1128.0
2021-07-12,Blue,Government Center,230.2
2021-07-12,Blue,Maverick,5464.0
2021-07-12,Blue,Orient Heights,2088.0
2021-07-12,Blue,Revere Beach,1692.0
2021-07-12,Blue,State Street,421.7
2021-07-12,Blue,Suffolk Downs,232.0
2021-07-12,Blue,Wonderland,2756.0
2021-07-12,Blue,Wood Island,961.0
2021-07-12,Green,Arlington,1945.0
2021-07-12,Green,Boylston,1798.0
2021-07-12,Green,Copley,4084.0
2021-07-12,Green,Government Center,2071.8
2021-07-12,Green,Haymarket,2182.46
2021-07-12,Green,Hynes Convention Center,2428.0
2021-07-12,Green,Kenmore,2353.0
2021-07-12,Green,North Station,1956.7
2021-07-12,Green,Park Street,2556.64
2021-07-12,Green,Prudential,1106.0
2021-07-12,Green,Riverside,376.0
2021-07-12,Green,Symphony,569.0
2021-07-12,Orange,Assembly,1192.0
2021-07-12,Orange,Back Bay,4081.0
2021-07-12,Orange,Chinatown,1904.0
2021-07-12,Orange,Community College,928.0
2021-07-12,Orange,Downtown Crossing,3407.95
2021-07-12,Orange,Forest Hills,4591.0
2021-07-12,Orange,Green Street,855.0
2021-07-12,Orange,Haymarket,2271.54
2021-07-12,Orange,Jackson Square,1970.0
2021-07-12,Orange,Malden Center,3437.0
2021-07-12,Orange,Massachusetts Avenue,2166.0
2021-07-12,Orange,North Station,3798.3
2021-07-12,Orange,Oak Grove,1514.0
2021-07-12,Orange,Roxbury Crossing,1558.0
2021-07-12,Orange,Ruggles,2668.0
2021-07-12,Orange,State Street,3795.3
2021-07-12,Orange,Stony Brook,1011.0
2021-07-12,Orange,Sullivan Square,3601.0
2021-07-12,Orange,Tufts Medical Center,2604.0
2021-07-12,Orange,Wellington,1959.0
2021-07-12,Red,Alewife,3143.0
2021-07-12,Red,Andrew,2772.0
2021-07-12,Red,Ashmont,3259.0
2021-07-12,Red,Braintree,1423.0
2021-07-12,Red,Broadway,2213.0
2021-07-12,Red,Central,4445.0
2021-07-12,Red,Charles/MGH,5396.0
2021-07-12,Red,Davis,3382.0
2021-07-12,Red,Downtown Crossing,3547.05
2021-07-12,Red,Fields Corner,2120.0
2021-07-12,Red,Harvard,5035.0
2021-07-12,Red,JFK/UMass,1914.0
2021-07-12,Red,Kendall/MIT,3902.0
2021-07-12,Red,North Quincy,1600.0
2021-07-12,Red,Park Street,1851.3600000000001
2021-07-12,Red,Porter,2456.0
2021-07-12,Red,Quincy Adams,1046.0
2021-07-12,Red,Quincy Center,2481.0
2021-07-12,Red,Savin Hill,794.0
2021-07-12,Red,Shawmut,789.0
2021-07-12,Red,South Station,4503.1
2021-07-12,Red,Wollaston,1345.0
2021-07-13,Blue,Airport,4381.0
2021-07-13,Blue,Aquarium,2798.0
2021-07-13,Blue,Beachmont,1924.0
2021-07-13,Blue,Bowdoin,1234.0
2021-07-13,Blue,Government Center,275.6
2021-07-13,Blue,Maverick,6525.0
2021-07-13,Blue,Orient Heights,2465.0
2021-07-13,Blue,Revere Beach,1715.0
2021-07-13,Blue,State Street,493.7
2021-07-13,Blue,Suffolk Downs,301.0
2021-07-13,Blue,Wonderland,3316.0
2021-07-13,Blue,Wood Island,1125.0
2021-07-13,Green,Arlington,2199.0
2021-07-13,Green,Boylston,1906.0
2021-07-13,Green,Copley,4674.0
2021-07-13,Green,Government Center,2480.4
2021-07-13,Green,Haymarket,2547.02
2021-07-13,Green,Hynes Convention Center,2797.0
2021-07-13,Green,Kenmore,2414.0
2021-07-13,Green,North Station,2103.24
2021-07-13,Green,Park Street,3695.7599999999998
2021-07-13,Green,Prudential,1182.0
2021-07-13,Green,Riverside,488.0
2021-07-13,Green,Symphony,621.0
2021-07-13,Orange,Assembly,1541.0
2021-07-13,Orange,Back Bay,4778.0
2021-07-13,Orange,Chinatown,2123.0
2021-07-13,Orange,Community College,1207.0
2021-07-13,Orange,Downtown Crossing,4325.23
2021-07-13,Orange,Forest Hills,5518.0
2021-07-13,Orange,Green Street,1103.0
2021-07-13,Orange,Haymarket,2650.98
2021-07-13,Orange,Jackson Square,2393.0
2021-07-13,Orange,Malden Center,4096.0
2021-07-13,Orange,Massachusetts Avenue,2567.0
2021-07-13,Orange,North Station,4082.76
2021-07-13,Orange,Oak Grove,1873.0
2021-07-13,Orange,Roxbury Crossing,1984.0
2021-07-13,Orange,Ruggles,2868.0
2021-07-13,Orange,State Street,4443.3
2021-07-13,Orange,Stony Brook,1195.0
2021-07-13,Orange,Sullivan Square,4218.0
2021-07-13,Orange,Tufts Medical Center,2802.0
2021-07-13,Orange,Wellington,2297.0
2021-07-13,Red,Alewife,3715.0
2021-07-13,Red,Andrew,2585.0
2021-07-13,Red,Ashmont,3837.0
2021-07-13,Red,Braintree,1623.0
2021-07-13,Red,Broadway,2352.0
2021-07-13,Red,Central,5995.0
2021-07-13,Red,Charles/MGH,5850.0
2021-07-13,Red,Davis,4044.0
2021-07-13,Red,Downtown Crossing,4501.77
2021-07-13,Red,Fields Corner,2311.0
2021-07-13,Red,Harvard,6126.0
2021-07-13,Red,JFK/UMass,1702.0
2021-07-13,Red,Kendall/MIT,4818.0
2021-07-13,Red,North Quincy,1915.0
2021-07-13,Red,Park Street,2676.24
2021-07-13,Red,Porter,2893.0
2021-07-13,Red,Quincy Adams,1284.0
2021-07-13,Red,Quincy Center,3110.0
2021-07-13,Red,Savin Hill,945.0
2021-07-13,Red,Shawmut,948.0
2021-07-13,Red,South Station,4829.3
2021-07-13,Red,Wollaston,1590.0
2021-07-14,Blue,Airport,4454.0
2021-07-14,Blue,Aquarium,2769.0
2021-07-14,Blue,Beachmont,2025.0
2021-07-14,Blue,Bowdoin,1288.0
2021-07-14,Blue,Government Center,278.7
2021-07-14,Blue,Maverick,6508.0
2021-07-14,Blue,Orient Heights,2485.0
2021-07-14,Blue,Revere Beach,1983.0
2021-07-14,Blue,State Street,503.5
2021-07-14,Blue,Suffolk Downs,303.0
2021-07-14,Blue,Wonderland,3370.0
2021-07-14,Blue,Wood Island,1179.0
2021-07-14,Green,Arlington,2261.0
2021-07-14,Green,Boylston,2016.0
2021-07-14,Green,Copley,4770.0
2021-07-14,Green,Government Center,2508.3
2021-07-14,Green,Haymarket,2588.18
2021-07-14,Green,Hynes Convention Center,2895.0
2021-07-14,Green,Kenmore,2823.0
2021-07-14,Green,North Station,2229.38
2021-07-14,Green,Park Street,3316.44
2021-07-14,Green,Prudential,1212.0
2021-07-14,Green,Riverside,467.0
2021-07-14,Green,Symphony,582.0
2021-07-14,Orange,Assembly,1539.0
2021-07-14,Orange,Back Bay,4901.0
2021-07-14,Orange,Chinatown,2025.0
2021-07-14,Orange,Community College,1187.0
2021-07-14,Orange,Downtown Crossing,3985.17
2021-07-14,Orange,Forest Hills,5379.0
2021-07-14,Orange,Green Street,1048.0
2021-07-14,Orange,Haymarket,2693.82
2021-07-14,Orange,Jackson Square,2456.0
2021-07-14,Orange,Malden Center,4147.0
2021-07-14,Orange,Massachusetts Avenue,2497.0
2021-07-14,Orange,North Station,4327.62
2021-07-14,Orange,Oak Grove,1901.0
2021-07-14,Orange,Roxbury Crossing,1909.0
2021-07-14,Orange,Ruggles,2425.0
2021-07-14,Orange,State Street,4531.5
2021-07-14,Orange,Stony Brook,1293.0
2021-07-14,Orange,Sullivan Square,4216.0
2021-07-14,Orange,Tufts Medical Center,2658.0
2021-07-14,Orange,Wellington,2327.0
2021-07-14,Red,Alewife,3793.0
2021-07-14,Red,Andrew,3070.0
2021-07-14,Red,Ashmont,4042.0
2021-07-14,Red,Braintree,1662.0
2021-07-14,Red,Broadway,2794.0
2021-07-14,Red,Central,6133.0
2021-07-14,Red,Charles/MGH,5953.0
2021-07-14,Red,Davis,4071.0
2021-07-14,Red,Downtown Crossing,4147.83
2021-07-14,Red,Fields Corner,2473.0
2021-07-14,Red,Harvard,6115.0
2021-07-14,Red,JFK/UMass,2389.0
2021-07-14,Red,Kendall/MIT,4703.0
2021-07-14,Red,North Quincy,1946.0
2021-07-14,Red,Park Street,2401.56
2021-07-14,Red,Porter,3036.0
2021-07-14,Red,Quincy Adams,1321.0
2021-07-14,Red,Quincy Center,3069.0
2021-07-14,Red,Savin Hill,1035.0
2021-07-14,Red,Shawmut,1058.0
2021-07-14,Red,South Station,5012.0
2021-07-14,Red,Wollaston,1599.0
2021-07-15,Blue,Airport,4724.0
2021-07-15,Blue,Aquarium,3361.0
2021-07-15,Blue,Beachmont,2090.0
2021-07-15,Blue,Bowdoin,1261.0
2021-07-15,Blue,Government Center,303.8
2021-07-15,Blue,Maverick,6930.0
2021-07-15,Blue,Orient Heights,2553.0
2021-07-15,Blue,Revere Beach,2170.0
2021-07-15,Blue,State Street,535.9
2021-07-15,Blue,Suffolk Downs,328.0
2021-07-15,Blue,Wonderland,3448.0
2021-07-15,Blue,Wood Island,1177.0
2021-07-15,Green,Arlington,2343.0
2021-07-15,Green,Boylston,1935.0
2021-07-15,Green,Copley,4986.0
2021-07-15,Green,Government Center,2734.2
2021-07-15,Green,Haymarket,2766.05
2021-07-15,Green,Hynes Convention Center,3156.0
2021-07-15,Green,Kenmore,2924.0
2021-07-15,Green,North Station,2242.64
2021-07-15,Green,Park Street,3477.68
2021-07-15,Green,Prudential,1308.0
2021-07-15,Green,Riverside,544.0
2021-07-15,Green,Symphony,678.0
2021-07-15,Orange,Assembly,1683.0
2021-07-15,Orange,Back Bay,5139.0
2021-07-15,Orange,Chinatown,2212.0
2021-07-15,Orange,Community College,1166.0
2021-07-15,Orange,Downtown Crossing,4330.62
2021-07-15,Orange,Forest Hills,5415.0
2021-07-15,Orange,Green Street,1175.0
2021-07-15,Orange,Haymarket,2878.95
2021-07-15,Orange,Jackson Square,2450.0
2021-07-15,Orange,Malden Center,4207.0
2021-07-15,Orange,Massachusetts Avenue,2704.0
2021-07-15,Orange,North Station,4353.36
2021-07-15,Orange,Oak Grove,2062.0
2021-07-15,Orange,Roxbury Crossing,1950.0
2021-07-15,Orange,Ruggles,3085.0
2021-07-15,Orange,State Street,4823.1
2021-07-15,Orange,Stony Brook,1283.0
2021-07-15,Orange,Sullivan Square,4209.0
2021-07-15,Orange,Tufts Medical Center,2796.0
2021-07-15,Orange,Wellington,2493.0
2021-07-15,Red,Alewife,3875.0
2021-07-15,Red,Andrew,3265.0
2021-07-15,Red,Ashmont,4014.0
2021-07-15,Red,Braintree,1631.0
2021-07-15,Red,Broadway,2858.0
2021-07-15,Red,Central,6637.0
2021-07-15,Red,Charles/MGH,6268.0
2021-07-15,Red,Davis,4503.0
2021-07-15,Red,Downtown Crossing,4507.38
2021-07-15,Red,Fields Corner,2549.0
2021-07-15,Red,Harvard,6470.0
2021-07-15,Red,JFK/UMass,2419.0
2021-07-15,Red,Kendall/MIT,4855.0
2021-07-15,Red,North Quincy,1980.0
2021-07-15,Red,Park Street,2518.32
2021-07-15,Red,Porter,3113.0
2021-07-15,Red,Quincy Adams,1359.0
2021-07-15,Red,Quincy Center,3221.0
2021-07-15,Red,Savin Hill,1149.0
2021-07-15,Red,Shawmut,1148.0
2021-07-15,Red,South Station,5372.5
2021-07-15,Red,Wollaston,1699.0
2021-07-16,Blue,Airport,4516.0
2021-07-16,Blue,Aquarium,3439.0
2021-07-16,Blue,Beachmont,2008.0
2021-07-16,Blue,Bowdoin,1225.0
2021-07-16,Blue,Government Center,307.9
2021-07-16,Blue,Maverick,6788.0
2021-07-16,Blue,Orient Heights,2535.0
2021-07-16,Blue,Revere Beach,2088.0
2021-07-16,Blue,State Street,476.9
2021-07-16,Blue,Suffolk Downs,326.0
2021-07-16,Blue,Wonderland,3350.0
2021-07-16,Blue,Wood Island,1179.0
2021-07-16,Green,Arlington,2419.0
2021-07-16,Green,Boylston,2125.0
2021-07-16,Green,Copley,5192.0
2021-07-16,Green,Government Center,2771.1
2021-07-16,Green,Haymarket,3142.86
2021-07-16,Green,Hynes Convention Center,3296.0
2021-07-16,Green,Kenmore,3276.0
2021-07-16,Green,North Station,2288.2
2021-07-16,Green,Park Street,3346.02
2021-07-16,Green,Prudential,1428.0
2021-07-16,Green,Riverside,474.0
2021-07-16,Green,Symphony,758.0
2021-07-16,Orange,Assembly,1576.0
2021-07-16,Orange,Back Bay,4911.0
2021-07-16,Orange,Chinatown,2173.0
2021-07-16,Orange,Community College,1061.0
2021-07-16,Orange,Downtown Crossing,4163.53
2021-07-16,Orange,Forest Hills,5323.0
2021-07-16,Orange,Green Street,1123.0
2021-07-16,Orange,Haymarket,3271.14
2021-07-16,Orange,Jackson Square,2507.0
2021-07-16,Orange,Malden Center,3880.0
2021-07-16,Orange,Massachusetts Avenue,2612.0
2021-07-16,Orange,North Station,4441.8
2021-07-16,Orange,Oak Grove,1805.0
2021-07-16,Orange,Roxbury Crossing,2047.0
2021-07-16,Orange,Ruggles,2856.0
2021-07-16,Orange,State Street,4292.1
2021-07-16,Orange,Stony Brook,1291.0
2021-07-16,Orange,Sullivan Square,4132.0
2021-07-16,Orange,Tufts Medical Center,2687.0
2021-07-16,Orange,Wellington,2259.0
2021-07-16,Red,Alewife,3742.0
2021-07-16,Red,Andrew,3161.0
2021-07-16,Red,Ashmont,3905.0
2021-07-16,Red,Braintree,1429.0
2021-07-16,Red,Broadway,2588.0
2021-07-16,Red,Central,6831.0
2021-07-16,Red,Charles/MGH,5794.0
2021-07-16,Red,Davis,4502.0
2021-07-16,Red,Downtown Crossing,4333.47
2021-07-16,Red,Fields Corner,2372.0
2021-07-16,Red,Harvard,6740.0
2021-07-16,Red,JFK/UMass,2278.0
2021-07-16,Red,Kendall/MIT,4711.0
2021-07-16,Red,North Quincy,1833.0
2021-07-16,Red,Park Street,2422.98
2021-07-16,Red,Porter,3010.0
2021-07-16,Red,Quincy Adams,1220.0
2021-07-16,Red,Quincy Center,3032.0
2021-07-16,Red,Savin Hill,1120.0
2021-07-16,Red,Shawmut,979.0
2021-07-16,Red,South Station,5064.5
2021-07-16,Red,Wollaston,1480.0
2021-07-17,Blue,Airport,3693.0
2021-07-17,Blue,Aquarium,3059.0
2021-07-17,Blue,Beachmont,1429.0
2021-07-17,Blue,Bowdoin,539.0
2021-07-17,Blue,Government Center,242.4
2021-07-17,Blue,Maverick,5268.0
2021-07-17,Blue,Orient Heights,1725.0
2021-07-17,Blue,Revere Beach,1551.0
2021-07-17,Blue,State Street,313.5
2021-07-17,Blue,Suffolk Downs,276.0
2021-07-17,Blue,Wonderland,2419.0
2021-07-17,Blue,Wood Island,794.0
2021-07-17,Green,Arlington,2036.0
2021-07-17,Green,Boylston,1985.0
2021-07-17,Green,Copley,4972.0
2021-07-17,Green,Government Center,2181.6
2021-07-17,Green,Haymarket,3011.05
2021-07-17,Green,Hynes Convention Center,2997.0
2021-07-17,Green,Kenmore,5097.0
2021-07-17,Green,North Station,1684.02
2021-07-17,Green,Park Street,2993.96
2021-07-17,Green,Prudential,1730.0
2021-07-17,Green,Riverside,45.0
2021-07-17,Green,Symphony,713.0
2021-07-17,Orange,Assembly,1397.0
2021-07-17,Orange,Back Bay,3901.0
2021-07-17,Orange,Chinatown,2002.0
2021-07-17,Orange,Community College,854.0
2021-07-17,Orange,Downtown Crossing,3239.39
2021-07-17,Orange,Forest Hills,2883.0
2021-07-17,Orange,Green Street,731.0
2021-07-17,Orange,Haymarket,3133.95
2021-07-17,Orange,Jackson Square,1636.0
2021-07-17,Orange,Malden Center,2942.0
2021-07-17,Orange,Massachusetts Avenue,1773.0
2021-07-17,Orange,North Station,3268.98
2021-07-17,Orange,Oak Grove,1278.0
2021-07-17,Orange,Roxbury Crossing,1204.0
2021-07-17,Orange,Ruggles,1630.0
2021-07-17,Orange,State Street,2821.5
2021-07-17,Orange,Stony Brook,918.0
2021-07-17,Orange,Sullivan Square,2915.0
2021-07-17,Orange,Tufts Medical Center,1413.0
2021-07-17,Orange,Wellington,1659.0
2021-07-17,Red,Alewife,2517.0
2021-07-17,Red,Andrew,2047.0
2021-07-17,Red,Ashmont,2439.0
2021-07-17,Red,Braintree,971.0
2021-07-17,Red,Broadway,1720.0
2021-07-17,Red,Central,5534.0
2021-07-17,Red,Charles/MGH,2691.0
2021-07-17,Red,Davis,3554.0
2021-07-17,Red,Downtown Crossing,3371.61
2021-07-17,Red,Fields Corner,1724.0
2021-07-17,Red,Harvard,6136.0
2021-07-17,Red,JFK/UMass,1543.0
2021-07-17,Red,Kendall/MIT,2771.0
2021-07-17,Red,North Quincy,1120.0
2021-07-17,Red,Park Street,2168.04
2021-07-17,Red,Porter,2222.0
2021-07-17,Red,Quincy Adams,690.0
2021-07-17,Red,Quincy Center,2006.0
2021-07-17,Red,Savin Hill,697.0
2021-07-17,Red,Shawmut,599.0
2021-07-17,Red,South Station,3300.5
2021-07-17,Red,Wollaston,984.0
2021-07-18,Blue,Airport,3232.0
2021-07-18,Blue,Aquarium,2269.0
2021-07-18,Blue,Beachmont,1064.0
2021-07-18,Blue,Bowdoin,375.0
2021-07-18,Blue,Government Center,133.3
2021-07-18,Blue,Maverick,3677.0
2021-07-18,Blue,Orient Heights,1166.0
2021-07-18,Blue,Revere Beach,1117.0
2021-07-18,Blue,State Street,219.6
2021-07-18,Blue,Suffolk Downs,194.0
2021-07-18,Blue,Wonderland,1645.0
2021-07-18,Blue,Wood Island,587.0
2021-07-18,Green,Arlington,1287.0
2021-07-18,Green,Boylston,1421.0
2021-07-18,Green,Copley,3362.0
2021-07-18,Green,Government Center,1199.7
2021-07-18,Green,Haymarket,1530.27
2021-07-18,Green,Hynes Convention Center,2017.0
2021-07-18,Green,Kenmore,2208.0
2021-07-18,Green,North Station,1148.86
2021-07-18,Green,Park Street,1981.28
2021-07-18,Green,Prudential,1144.0
2021-07-18,Green,Riverside,8.0
2021-07-18,Green,Symphony,479.0
2021-07-18,Orange,Assembly,1083.0
2021-07-18,Orange,Back Bay,2531.0
2021-07-18,Orange,Chinatown,1367.0
